payment_id,customer_id,date,amount,payment_method
P8677411,C100448,2022-02-12,299,upi
P7308086,C100448,2022-06-15,2999,card
P3623699,C100448,2022-12-15,299,netbanking
P2035170,C100448,2024-01-02,0,netbanking
P2792709,C100448,2024-04-28,299,card
P8739805,C100449,2023-06-10,299,netbanking
P1790193,C100449,2023-03-06,299,upi
P7898744,C100449,2023-09-30,0,upi
P4890177,C100449,2023-04-08,299,upi
P7273543,C100450,2022-06-24,2999,netbanking
P1921835,C100450,2022-02-04,2999,netbanking
P5003433,C100450,2023-08-11,299,upi
P2966544,C100450,2022-06-14,299,netbanking
P6745716,C100450,2024-01-23,299,card
P4273698,C100450,2023-02-04,299,netbanking
P4009394,C100450,2024-03-19,299,upi
P1017948,C100452,2024-01-21,299,netbanking
P6827975,C100452,2023-03-09,2999,upi
P7659900,C100452,2022-02-12,299,netbanking
P7514052,C100452,2023-08-05,299,upi
P2904455,C100452,2023-10-06,299,netbanking
P9721410,C100453,2023-07-08,299,upi
P5572302,C100453,2022-09-17,2999,card
P6892788,C100453,2023-11-17,299,upi
P4647715,C100453,2022-05-10,299,netbanking
P5195059,C100453,2023-02-11,2999,netbanking
P2736164,C100454,2022-03-15,2999,upi
P1457228,C100454,2024-01-31,299,upi
P1557788,C100454,2024-03-30,299,card
P3862850,C100454,2024-03-24,299,card
P7296444,C100456,2023-08-07,0,netbanking
P7776506,C100456,2023-05-19,299,card
P1571953,C100456,2024-02-04,2999,card
P1981068,C100456,2022-11-01,0,upi
P7910911,C100456,2024-03-19,0,upi
P5109630,C100456,2022-05-28,299,upi
P2620532,C100456,2022-07-10,299,upi
P7083035,C100456,2024-05-06,0,netbanking
P8822343,C100457,2023-12-15,299,netbanking
P7313396,C100458,2022-05-08,299,netbanking
P4000316,C100458,2023-04-30,299,card
P7840815,C100458,2023-08-14,2999,upi
P6659350,C100458,2022-01-29,0,netbanking
P8221073,C100458,2023-06-20,299,netbanking
P2352496,C100459,2022-08-28,299,netbanking
P4553354,C100459,2022-10-05,2999,card
P3988644,C100459,2022-10-04,299,netbanking
P1550396,C100459,2022-07-03,299,upi
P1783102,C100459,2023-05-23,299,card
P2319858,C100460,2022-08-11,299,netbanking
P1759172,C100460,2024-03-19,2999,card
P8674117,C100460,2023-04-12,299,netbanking
P3784504,C100460,2022-06-22,0,netbanking
P8831313,C100461,2023-07-29,299,netbanking
P6577986,C100461,2022-09-17,299,upi
P4229252,C100462,2023-08-04,299,card
P7714470,C100462,2024-01-22,299,upi
P5916685,C100462,2023-05-14,2999,netbanking
P7669042,C100462,2022-06-18,0,netbanking
P2376426,C100462,2022-02-03,299,netbanking
P7574665,C100462,2023-05-13,299,card
P8904942,C100462,2023-12-09,299,upi
P9888385,C100462,2023-11-15,299,upi
P9433279,C100463,2022-08-07,2999,card
P9655897,C100463,2024-02-21,299,netbanking
P2981127,C100463,2022-02-28,2999,card
P2069379,C100463,2022-04-17,0,netbanking
P4466387,C100463,2024-04-05,299,netbanking
P6873219,C100463,2022-02-03,0,upi
P3523183,C100463,2022-06-26,299,upi
P4733287,C100464,2023-06-27,299,card
P3758155,C100464,2023-01-08,299,netbanking
P4529489,C100464,2022-06-01,299,card
P6627506,C100465,2023-05-21,299,upi
P5525810,C100465,2022-02-15,299,card
P9795944,C100465,2022-10-21,299,netbanking
P1502858,C100465,2024-04-01,299,upi
P5062673,C100465,2023-02-12,2999,netbanking
P4139279,C100465,2023-10-07,299,card
P5675089,C100465,2022-09-28,299,card
P7696159,C100466,2023-11-29,299,upi
P5200116,C100466,2023-07-17,0,netbanking
P1581219,C100466,2023-02-24,299,upi
P2839528,C100466,2022-10-13,2999,upi
P3840642,C100466,2024-01-01,2999,netbanking
P2758757,C100466,2023-03-05,2999,card
P7147674,C100466,2023-02-10,2999,upi
P6217599,C100466,2022-11-29,299,upi
P5154571,C100467,2023-04-24,2999,upi
P8865639,C100467,2022-07-21,0,netbanking
P5996836,C100469,2022-05-04,299,card
P7390033,C100469,2023-11-18,2999,card
P7468084,C100470,2024-01-30,299,card
P7376268,C100472,2023-04-30,299,card
P1846520,C100472,2022-03-16,299,card
P8168348,C100472,2022-06-02,2999,card
P7152929,C100472,2023-11-09,0,upi
P2384848,C100473,2022-10-28,0,card
P1746566,C100473,2023-08-25,2999,card
P5449047,C100473,2024-02-15,0,upi
P9208783,C100473,2022-07-23,2999,upi
P1555671,C100474,2024-06-06,2999,upi
P7953090,C100474,2022-06-20,2999,upi
P1551673,C100474,2023-04-15,2999,card
P1178013,C100474,2022-12-05,2999,card
P6391974,C100474,2022-07-30,0,upi
P3824895,C100474,2023-02-28,2999,upi
P8568262,C100474,2022-09-01,299,upi
P5600819,C100475,2024-02-11,299,netbanking
P5505052,C100475,2023-02-11,299,card
P7664300,C100476,2024-04-07,299,card
P5934282,C100476,2022-01-10,0,netbanking
P6994144,C100476,2023-07-05,299,upi
P2449914,C100476,2024-06-12,299,upi
P1526320,C100476,2022-03-29,0,netbanking
P7592081,C100477,2022-11-24,299,upi
P4948005,C100477,2024-01-20,0,card
P4122834,C100477,2022-06-30,0,upi
P7782345,C100477,2023-11-21,299,card
P2195924,C100477,2023-05-12,299,upi
P2935394,C100477,2024-02-18,299,netbanking
P9244074,C100478,2024-04-13,299,netbanking
P2913502,C100479,2022-12-11,299,card
P6832443,C100479,2022-07-04,299,upi
P3875032,C100479,2023-09-10,299,upi
P8618620,C100479,2023-11-29,0,card
P2294835,C100479,2022-07-02,2999,netbanking
P5885012,C100479,2023-02-20,0,netbanking
P3446682,C100479,2022-05-23,299,upi
P3382903,C100479,2022-05-14,299,netbanking
P5315890,C100480,2022-09-10,0,card
P8433649,C100480,2022-03-14,0,upi
P9026334,C100480,2022-12-05,2999,netbanking
P2453557,C100480,2023-02-04,299,netbanking
P7798369,C100480,2023-05-17,2999,netbanking
P9129618,C100481,2023-11-27,299,upi
P3682290,C100481,2022-06-15,2999,upi
P5334456,C100481,2023-11-17,299,netbanking
P7107582,C100481,2024-06-02,299,upi
P9737631,C100481,2024-05-10,299,upi
P4951923,C100482,2024-06-02,299,netbanking
P8262674,C100482,2023-03-23,299,netbanking
P9382754,C100482,2022-01-15,299,upi
P4628715,C100482,2023-08-23,0,upi
P5741813,C100482,2022-08-29,0,netbanking
P9619735,C100482,2022-02-18,299,card
P4263287,C100482,2022-07-25,2999,upi
P9577261,C100482,2023-04-29,299,upi
P2885510,C100483,2023-02-06,2999,card
P4061962,C100483,2022-12-27,299,netbanking
P7527366,C100483,2024-05-22,299,upi
P7808402,C100484,2023-06-19,0,netbanking
P9684999,C100484,2023-01-27,299,netbanking
P1371282,C100484,2022-01-25,299,netbanking
P7194486,C100484,2023-05-08,2999,upi
P6635492,C100484,2023-03-04,299,card
P1853143,C100484,2022-09-02,299,card
P3401161,C100487,2024-04-11,299,card
P7116900,C100487,2023-05-12,299,card
P7864658,C100489,2023-12-10,0,card
P1264350,C100489,2023-11-06,299,card
P8890983,C100489,2022-10-15,0,card
P1598169,C100491,2023-07-28,299,card
P4726486,C100491,2022-08-29,0,upi
P2459544,C100492,2024-03-31,299,card
P3382577,C100492,2022-09-29,299,card
P2870007,C100492,2023-11-30,0,netbanking
P8923401,C100492,2022-08-10,299,card
P8542608,C100492,2022-10-23,0,netbanking
P3961924,C100492,2024-04-23,299,upi
P4819660,C100492,2023-05-26,299,card
P3413914,C100493,2023-10-09,299,card
P7839062,C100493,2023-12-03,0,card
P5669460,C100494,2023-09-30,0,card
P6498369,C100494,2024-06-14,299,netbanking
P3647493,C100494,2022-09-24,299,upi
P7989183,C100494,2023-05-26,299,upi
P3113287,C100494,2024-01-30,0,upi
P5133533,C100494,2023-09-18,299,upi
P5136382,C100494,2024-01-17,299,card
P9569129,C100494,2023-02-09,299,upi
P6190453,C100495,2022-05-25,299,card
P8907588,C100495,2022-01-31,299,upi
P9641292,C100495,2022-06-28,299,card
P6798616,C100496,2024-03-11,299,card
P7986840,C100497,2022-04-18,299,netbanking
P9408413,C100497,2022-03-19,2999,netbanking
P9492077,C100497,2022-01-27,0,netbanking
P1516940,C100497,2024-04-18,299,netbanking
P9963392,C100497,2023-09-07,299,netbanking
P2046874,C100497,2023-07-29,299,card
P1325695,C100497,2022-09-27,2999,netbanking
P4487242,C100497,2023-10-02,0,card
P3969484,C100498,2023-02-08,299,netbanking
P3459406,C100498,2023-03-25,0,netbanking
P6068929,C100498,2022-10-03,299,card
P3131111,C100499,2024-04-28,299,netbanking
P9118561,C100499,2022-07-10,299,netbanking
P5345159,C100499,2023-01-04,2999,netbanking
P7538222,C100499,2022-05-20,299,upi
P4901866,C100499,2023-05-16,299,card
P9126460,C100500,2023-12-08,299,upi
P4109974,C100500,2022-07-03,299,card
P6291094,C100501,2022-04-15,2999,netbanking
P4994866,C100501,2022-12-23,0,card
P1841957,C100502,2022-11-24,299,card
P2616226,C100502,2024-03-06,299,netbanking
P4147352,C100503,2023-09-26,2999,card
P4118973,C100503,2024-03-06,299,upi
P8425424,C100503,2023-08-04,2999,netbanking
P7064821,C100503,2022-09-17,299,netbanking
P2431842,C100503,2022-04-09,299,card
P7620824,C100503,2023-12-23,299,netbanking
P2149176,C100504,2024-04-14,0,upi
P1070707,C100504,2023-03-09,299,card
P7693779,C100504,2023-07-14,0,upi
P5968956,C100504,2022-06-27,299,card
P6452424,C100504,2024-05-03,299,card
P4343609,C100505,2022-08-19,299,upi
P1078067,C100506,2023-03-13,299,upi
P6721470,C100506,2024-01-24,0,netbanking
P8789481,C100506,2024-04-27,299,upi
P3498812,C100506,2022-11-28,299,netbanking
P7813299,C100506,2023-10-19,299,card
P6114129,C100506,2023-02-09,0,netbanking
P2568700,C100507,2022-03-09,299,netbanking
P2438094,C100507,2023-06-09,299,card
P3258342,C100507,2022-08-06,299,upi
P1064068,C100507,2023-11-06,299,upi
P3601196,C100507,2023-04-10,299,netbanking
P2991122,C100507,2022-07-17,299,netbanking
P2464110,C100507,2023-08-20,0,card
P7704427,C100508,2022-09-27,299,card
P7122769,C100508,2022-12-04,0,card
P1909643,C100508,2024-05-31,2999,netbanking
P7891909,C100508,2024-03-04,299,upi
P8258345,C100508,2022-08-11,0,upi
P9532665,C100508,2023-08-18,2999,card
P2062852,C100508,2022-12-15,299,netbanking
P8686088,C100508,2023-01-23,2999,netbanking
P7050978,C100509,2023-10-27,2999,upi
P2262112,C100509,2022-12-30,299,netbanking
P7360115,C100509,2023-09-04,299,card
P7919905,C100509,2024-04-24,299,upi
P8429273,C100509,2023-08-23,299,card
P2030826,C100509,2023-02-20,299,netbanking
P4310338,C100510,2022-05-22,299,netbanking
P5609352,C100510,2023-01-23,299,netbanking
P6829413,C100511,2023-08-09,299,card
P2747196,C100511,2023-12-04,299,netbanking
P5853927,C100511,2024-05-17,299,card
P8554987,C100511,2022-08-29,299,card
P5226879,C100513,2022-07-21,299,card
P5978770,C100513,2022-06-08,299,card
P2737903,C100513,2023-09-14,2999,upi
P8014407,C100513,2024-05-22,299,card
P4314036,C100514,2023-03-17,299,netbanking
P9345849,C100514,2022-05-03,299,netbanking
P5556308,C100515,2023-04-26,299,netbanking
P5587122,C100515,2023-12-27,299,netbanking
P4038461,C100515,2022-06-01,299,card
P2657004,C100515,2022-05-29,2999,upi
P4119385,C100515,2024-05-28,0,netbanking
P6058643,C100515,2023-11-28,299,card
P2807152,C100515,2022-05-15,0,card
P9610301,C100516,2022-07-16,2999,upi
P1474048,C100516,2022-04-05,299,card
P5318013,C100516,2022-08-27,299,upi
P4422593,C100516,2023-03-31,2999,card
P8611845,C100516,2022-04-17,299,netbanking
P2693424,C100516,2022-12-01,299,card
P3963809,C100516,2022-02-02,299,upi
P4966308,C100517,2023-07-08,2999,card
P6484940,C100517,2024-01-17,299,upi
P9491229,C100517,2022-01-16,299,upi
P4452571,C100517,2024-01-24,299,card
P3823464,C100517,2022-08-29,299,netbanking
P1409292,C100518,2022-04-14,299,netbanking
P6269267,C100518,2022-11-02,2999,upi
P6412759,C100518,2022-08-01,299,upi
P4650515,C100518,2022-03-31,299,netbanking
P8155309,C100518,2022-11-22,299,upi
P4384915,C100518,2024-01-20,299,card
P5945200,C100518,2023-11-20,299,netbanking
P8373517,C100519,2022-03-09,299,card
P2082255,C100519,2022-03-21,299,upi
P4862674,C100519,2023-01-25,2999,upi
P6842443,C100520,2024-02-17,2999,netbanking
P8486656,C100520,2022-09-25,2999,netbanking
P2427978,C100520,2023-10-06,2999,netbanking
P5369937,C100521,2024-06-11,299,card
P4542961,C100521,2024-06-05,0,netbanking
P9487745,C100521,2022-09-06,299,upi
P6429891,C100521,2022-06-20,299,netbanking
P2807784,C100521,2022-11-06,299,netbanking
P7881460,C100522,2024-03-31,2999,netbanking
P3361259,C100522,2023-07-12,299,upi
P3468197,C100522,2023-12-07,299,card
P7678335,C100522,2022-02-03,0,netbanking
P3230554,C100522,2023-07-07,299,card
P5273278,C100522,2023-08-07,299,upi
P1697175,C100522,2022-12-16,299,upi
P6094232,C100523,2023-06-09,2999,card
P8731972,C100523,2022-12-21,299,upi
P8006491,C100524,2023-11-22,299,netbanking
P9627289,C100525,2024-02-14,299,upi
P3952709,C100526,2023-03-14,299,upi
P4279510,C100527,2022-10-28,2999,upi
P6074058,C100527,2022-04-20,299,card
P5174283,C100527,2022-11-26,299,netbanking
P8016731,C100527,2024-01-18,299,card
P2674585,C100527,2022-12-13,299,netbanking
P9678771,C100528,2022-08-11,299,upi
P2861919,C100528,2023-03-21,299,card
P4741935,C100528,2024-03-16,299,netbanking
P5878596,C100529,2023-04-23,299,netbanking
P7476505,C100529,2024-05-19,299,netbanking
P8232256,C100529,2022-03-25,299,upi
P8203238,C100529,2022-04-13,2999,card
P1181996,C100529,2024-04-25,299,card
P5575224,C100529,2022-11-23,299,card
P8594629,C100530,2022-08-20,0,upi
P1332836,C100530,2023-11-30,2999,card
P4974956,C100530,2023-05-11,299,upi
P2312442,C100531,2023-04-26,0,upi
P9357666,C100531,2022-05-11,299,card
P5356398,C100531,2023-12-19,299,upi
P1068135,C100531,2023-05-11,0,upi
P7289270,C100531,2023-03-04,2999,netbanking
P2310368,C100531,2022-09-03,299,card
P8607287,C100532,2022-04-21,2999,netbanking
P9869241,C100532,2024-03-19,299,upi
P1006857,C100533,2024-05-26,0,upi
P7507377,C100533,2023-11-10,0,upi
P8567384,C100533,2023-09-29,0,card
P8150182,C100533,2022-05-24,0,upi
P1882882,C100534,2022-05-25,0,netbanking
P2494395,C100534,2022-10-07,2999,netbanking
P8214754,C100534,2023-07-22,299,upi
P4277885,C100534,2022-06-23,299,card
P2773585,C100534,2022-03-08,299,card
P7325248,C100534,2023-10-23,0,upi
P8587744,C100534,2023-03-31,0,card
P7461354,C100535,2024-02-01,299,netbanking
P5325951,C100535,2023-12-08,2999,card
P5336695,C100535,2023-05-19,2999,upi
P2963284,C100535,2022-01-15,0,card
P3412905,C100535,2023-09-15,299,upi
P5139998,C100536,2022-12-19,299,netbanking
P3024715,C100536,2024-06-17,0,netbanking
P6618261,C100536,2023-04-09,299,card
P1020311,C100536,2022-12-01,299,netbanking
P7561431,C100536,2022-09-24,299,netbanking
P2882311,C100537,2023-03-21,299,netbanking
P4925393,C100538,2023-12-24,0,netbanking
P5560942,C100538,2023-07-09,0,card
P4803301,C100538,2022-02-20,0,card
P8819144,C100538,2023-09-10,299,netbanking
P7352469,C100539,2024-05-15,0,netbanking
P6642174,C100539,2023-05-04,0,netbanking
P8382095,C100540,2022-12-20,299,card
P1963285,C100540,2023-03-05,2999,netbanking
P5937075,C100540,2023-08-19,0,netbanking
P5328499,C100540,2022-04-02,299,card
P2036980,C100541,2022-12-31,299,card
P6916218,C100541,2023-09-24,2999,netbanking
P7856605,C100542,2022-07-21,2999,netbanking
P1943269,C100542,2023-11-25,0,netbanking
P9547198,C100542,2022-08-12,299,upi
P6404413,C100542,2022-12-05,2999,upi
P9507582,C100542,2022-06-14,299,card
P9771972,C100542,2024-02-13,2999,card
P2944246,C100543,2022-07-14,299,upi
P3492573,C100543,2022-08-04,2999,card
P9585613,C100544,2023-05-13,0,card
P6178753,C100544,2022-08-10,299,card
P7021888,C100544,2022-07-27,2999,netbanking
P7119729,C100544,2023-07-03,299,upi
P2813135,C100544,2023-09-25,299,upi
P8771906,C100544,2024-06-11,299,card
P5147896,C100545,2023-02-24,299,netbanking
P7072887,C100545,2023-06-09,299,netbanking
P7573456,C100545,2023-06-09,299,netbanking
P3483526,C100545,2023-12-22,299,upi
P6605343,C100545,2022-05-26,299,upi
P5525937,C100545,2023-12-31,299,card
P9182891,C100545,2022-08-21,0,netbanking
P8062094,C100546,2022-07-20,299,netbanking
P3963449,C100546,2023-02-19,2999,upi
P9343712,C100546,2023-05-30,2999,netbanking
P2288944,C100546,2022-04-10,2999,upi
P2944053,C100546,2023-04-18,299,netbanking
P8335333,C100546,2024-04-07,2999,upi
P4559817,C100547,2024-05-31,299,card
P6746072,C100547,2023-10-15,0,upi
P6584095,C100547,2023-09-04,299,netbanking
P4276121,C100547,2022-12-22,299,card
P5518853,C100547,2023-09-13,2999,upi
P1799550,C100548,2024-04-06,299,upi
P9747187,C100548,2023-03-12,0,netbanking
P6652000,C100548,2023-09-23,299,upi
P3155312,C100548,2023-05-30,299,netbanking
P5423636,C100548,2023-09-14,299,netbanking
P4950560,C100549,2023-02-27,299,upi
P2025743,C100549,2024-03-11,2999,upi
P8746334,C100549,2023-09-14,0,card
P3524451,C100549,2023-12-22,299,netbanking
P6595626,C100549,2023-06-18,299,upi
P5642499,C100549,2022-11-30,299,upi
P8493945,C100549,2022-05-05,2999,netbanking
P4428851,C100549,2023-08-18,299,upi
P2428587,C100550,2022-08-13,299,card
P2991675,C100550,2022-11-16,0,upi
P3665708,C100550,2022-09-27,2999,upi
P6976431,C100550,2022-03-14,299,upi
P1556583,C100551,2022-11-14,0,card
P7734035,C100551,2023-08-17,0,netbanking
P7532646,C100551,2023-04-19,299,upi
P6222441,C100551,2022-05-31,299,card
P7052027,C100552,2023-07-18,2999,card
P5390623,C100552,2023-05-22,2999,card
P7208506,C100554,2022-01-24,299,card
P9135032,C100554,2022-06-12,0,netbanking
P8805468,C100554,2023-10-14,299,card
P1331072,C100554,2024-03-20,299,card
P5219261,C100555,2023-01-13,2999,card
P8231077,C100555,2023-04-18,299,card
P4883331,C100555,2023-01-25,2999,netbanking
P8408190,C100557,2024-03-19,299,card
P9195699,C100557,2023-08-08,299,card
P2290474,C100557,2022-11-25,299,upi
P1007763,C100557,2023-11-15,2999,netbanking
P1472429,C100557,2023-08-20,0,card
P6933026,C100557,2023-02-09,2999,netbanking
P2651845,C100557,2024-02-24,299,card
P9181672,C100558,2022-01-24,299,card
P4833000,C100558,2022-06-23,299,upi
P7847437,C100558,2022-10-15,299,netbanking
P7082613,C100558,2022-04-16,2999,card
P2049320,C100560,2022-05-02,299,card
P1836711,C100560,2023-05-27,0,netbanking
P3565908,C100560,2023-06-10,2999,card
P3542507,C100560,2023-08-01,2999,card
P3408160,C100561,2022-02-23,299,netbanking
P6330281,C100561,2024-04-22,0,card
P4533419,C100562,2024-02-15,2999,card
P6970949,C100565,2023-08-23,2999,upi
P2074162,C100565,2022-02-15,299,upi
P8402195,C100566,2022-11-08,299,card
P8478726,C100567,2023-11-22,299,card
P1919627,C100567,2022-06-30,299,upi
P6828996,C100567,2023-12-27,299,netbanking
P6402288,C100567,2023-01-15,2999,card
P9079631,C100568,2022-09-04,299,netbanking
P4150579,C100568,2023-06-01,299,upi
P9296929,C100570,2023-09-20,299,card
P9054559,C100570,2022-12-20,0,netbanking
P5915025,C100570,2023-12-21,299,card
P7320706,C100570,2022-11-17,299,card
P5757230,C100571,2022-10-17,299,netbanking
P7411843,C100571,2022-05-20,299,netbanking
P4281292,C100571,2022-08-26,299,upi
P5121012,C100571,2022-08-04,299,upi
P6159644,C100571,2024-03-06,2999,netbanking
P7952109,C100571,2024-01-18,299,upi
P2110819,C100571,2022-12-17,299,upi
P1705364,C100571,2023-08-08,2999,card
P5881432,C100572,2024-01-01,299,card
P4352595,C100572,2023-07-29,299,card
P1890329,C100572,2024-03-21,299,netbanking
P5942372,C100573,2022-05-22,299,netbanking
P4497271,C100573,2022-04-02,0,upi
P2971476,C100573,2022-02-12,299,upi
P1822675,C100573,2023-03-09,299,card
P5272784,C100573,2023-02-20,0,upi
P5411502,C100573,2023-11-09,0,upi
P1688206,C100573,2024-04-03,299,card
P7142815,C100573,2022-07-26,299,netbanking
P5876431,C100574,2024-06-14,2999,netbanking
P9142394,C100574,2022-05-02,299,netbanking
P9120691,C100574,2023-12-01,299,netbanking
P5776564,C100575,2022-07-28,0,upi
P4921213,C100575,2024-01-06,299,upi
P1712562,C100575,2024-02-08,2999,upi
P3547783,C100576,2022-04-24,299,upi
P2675580,C100576,2024-05-01,0,upi
P9914029,C100576,2023-10-03,299,netbanking
P2543875,C100576,2022-06-13,299,upi
P7424095,C100576,2024-03-31,299,card
P1283069,C100576,2023-11-18,299,netbanking
P4159986,C100576,2023-03-21,299,netbanking
P2124553,C100577,2022-08-14,299,upi
P7311740,C100577,2023-06-25,299,netbanking
P9741384,C100578,2023-10-13,0,card
P2425326,C100578,2022-04-27,299,upi
P1457567,C100578,2023-11-09,2999,netbanking
P2019148,C100578,2023-07-12,2999,card
P4951666,C100578,2022-06-07,2999,netbanking
P5043239,C100578,2023-07-09,0,netbanking
P9047321,C100578,2023-02-13,2999,netbanking
P6970645,C100580,2024-03-27,299,upi
P6309385,C100580,2023-04-06,0,netbanking
P7001339,C100581,2024-03-12,299,netbanking
P6194376,C100581,2023-03-10,0,card
P2070991,C100581,2022-10-04,0,upi
P4175169,C100582,2023-09-13,299,card
P8572517,C100583,2022-10-26,299,upi
P4100709,C100583,2023-12-12,0,card
P7554726,C100583,2023-06-20,0,card
P7579146,C100583,2022-09-12,299,upi
P6136594,C100583,2022-06-16,2999,netbanking
P9425502,C100585,2022-08-26,299,upi
P5402804,C100585,2023-12-21,299,netbanking
P4782896,C100586,2022-02-28,2999,card
P8967236,C100586,2022-03-14,299,upi
P2263376,C100587,2023-09-30,2999,card
P6381741,C100587,2022-09-25,299,netbanking
P1744769,C100587,2022-01-11,0,upi
P1395428,C100587,2023-09-08,0,card
P4208593,C100587,2023-11-02,299,upi
P9040606,C100588,2024-02-25,0,card
P9744159,C100588,2022-05-22,0,netbanking
P5052194,C100588,2023-01-21,2999,card
P6704104,C100588,2023-09-22,299,card
P2503757,C100588,2022-08-30,0,netbanking
P9066986,C100590,2024-05-20,299,card
P4693988,C100590,2022-08-20,299,card
P9719107,C100590,2022-08-07,299,card
P8459894,C100590,2022-07-08,299,card
P6368048,C100590,2023-01-29,299,card
P4630592,C100590,2024-04-19,2999,netbanking
P1880248,C100591,2023-07-08,299,card
P3986429,C100591,2024-05-29,299,upi
P6032294,C100591,2023-12-10,0,card
P7529752,C100591,2023-08-14,299,upi
P3873429,C100592,2023-06-18,299,card
P7076594,C100592,2022-08-30,2999,netbanking
P6789641,C100592,2023-07-15,299,upi
P6556614,C100592,2024-01-12,2999,netbanking
P4060480,C100592,2024-01-27,299,upi
P2231890,C100592,2022-01-28,299,upi
P7109313,C100594,2023-10-12,2999,card
P6170307,C100595,2022-11-07,299,upi
P6201662,C100595,2023-07-18,299,card
P3369015,C100595,2023-05-19,0,upi
P8492424,C100595,2022-01-05,299,card
P7147807,C100596,2022-02-28,299,card
P8822168,C100596,2022-04-18,2999,upi
P4167200,C100596,2022-01-15,2999,upi
P3259346,C100596,2023-11-26,299,upi
P8584378,C100597,2022-04-16,0,upi
P6506369,C100597,2023-04-13,0,card
P5213446,C100599,2022-12-19,299,netbanking
P9885504,C100599,2024-02-06,299,card
P2248895,C100600,2023-08-11,299,upi
P4503140,C100600,2022-01-27,0,netbanking
P1104637,C100600,2022-06-30,0,upi
P1876395,C100601,2022-04-19,299,card
P9166897,C100601,2022-08-24,0,upi
P9526168,C100601,2022-05-15,0,netbanking
P2133621,C100601,2024-02-20,0,card
P8614882,C100603,2024-02-10,299,card
P6730538,C100603,2022-06-26,2999,card
P6992799,C100604,2022-12-01,299,netbanking
P3613245,C100604,2022-04-28,299,card
P4600479,C100604,2023-03-18,0,upi
P1936819,C100604,2023-04-20,2999,card
P1935797,C100604,2023-10-22,2999,card
P8152934,C100604,2023-05-21,299,card
P4549300,C100604,2024-02-28,299,netbanking
P1387487,C100605,2023-12-20,0,card
P4031355,C100605,2024-03-26,299,upi
P6854419,C100605,2022-06-12,0,netbanking
P7494894,C100606,2023-04-24,299,netbanking
P9934490,C100607,2023-03-24,2999,upi
P3923989,C100607,2023-09-30,2999,upi
P3755362,C100607,2022-05-01,299,card
P5792773,C100607,2023-05-16,299,upi
P3690713,C100607,2023-03-04,299,upi
P4488036,C100607,2022-04-12,2999,card
P7113979,C100608,2022-11-07,0,netbanking
P6832097,C100608,2023-08-14,0,card
P3970974,C100608,2023-07-30,299,card
P6879701,C100609,2023-02-12,2999,card
P3677962,C100609,2023-02-12,299,netbanking
P3870540,C100609,2022-03-07,299,netbanking
P6472201,C100609,2023-09-05,299,card
P1551595,C100609,2024-05-15,299,netbanking
P5982657,C100610,2024-06-14,299,card
P6008864,C100610,2022-03-18,0,netbanking
P7114952,C100610,2023-05-26,2999,card
P8365068,C100610,2022-08-02,299,upi
P4287833,C100611,2024-05-16,2999,card
P8580820,C100611,2024-02-13,2999,netbanking
P3942290,C100611,2024-02-19,2999,netbanking
P8003166,C100611,2022-12-24,2999,netbanking
P9523692,C100611,2022-10-27,299,upi
P8187539,C100611,2022-12-29,0,upi
P8331105,C100612,2023-05-25,0,upi
P7007954,C100612,2023-03-04,299,upi
P6423373,C100612,2023-11-11,2999,card
P9332604,C100612,2023-11-25,299,upi
P1075087,C100613,2024-01-11,2999,upi
P2973193,C100613,2022-11-26,299,card
P7825534,C100613,2023-07-29,299,upi
P7129662,C100613,2024-06-01,0,card
P1876726,C100613,2024-05-01,2999,upi
P8783942,C100613,2023-02-10,299,netbanking
P7938354,C100613,2023-09-06,299,card
P6655764,C100614,2024-06-04,0,upi
P2668249,C100614,2022-03-10,299,upi
P1088005,C100614,2023-01-19,2999,netbanking
P3304324,C100614,2022-11-17,2999,netbanking
P9440273,C100615,2023-02-27,299,card
P1046606,C100615,2023-04-13,299,upi
P3779844,C100615,2022-11-14,299,upi
P5401343,C100615,2023-03-11,0,upi
P9380541,C100615,2023-01-22,299,netbanking
P1790368,C100616,2022-02-17,299,upi
P6023168,C100616,2024-03-15,299,netbanking
P7667745,C100616,2023-12-07,299,card
P1112877,C100616,2023-02-22,2999,upi
P7538758,C100616,2023-12-11,299,card
P4079292,C100617,2023-06-04,0,upi
P7229054,C100617,2023-06-01,299,card
P5961871,C100617,2022-02-02,0,upi
P3386046,C100618,2023-03-04,299,card
P1000976,C100619,2022-12-05,299,netbanking
P3730673,C100619,2024-05-29,0,card
P3649151,C100619,2022-01-29,299,netbanking
P6614157,C100619,2022-07-04,299,upi
P2843883,C100619,2022-06-28,2999,upi
P4761671,C100619,2022-07-08,299,netbanking
P1209826,C100619,2023-07-29,0,upi
P5726265,C100620,2023-08-18,299,upi
P7413170,C100620,2022-09-29,299,card
P7342344,C100621,2023-05-20,0,upi
P6438869,C100621,2022-09-07,2999,upi
P5926534,C100622,2024-06-11,299,netbanking
P5421727,C100623,2023-04-21,299,upi
P8906960,C100623,2023-08-28,0,netbanking
P2536969,C100623,2023-10-08,2999,netbanking
P2636535,C100623,2022-11-19,0,netbanking
P6516451,C100623,2022-05-15,0,upi
P7202585,C100623,2022-10-10,299,card
P5033233,C100623,2024-02-11,0,card
P6253744,C100623,2024-01-18,2999,upi
P4809278,C100624,2023-10-10,299,card
P9392347,C100624,2022-12-06,2999,card
