"customer_id","signup_date","gender","age_group","city","acquisition_channel"
C100441,"2022-05-15",Other,"13-15",Hyderabad,Referral
C100442,"2023-11-19",Male,"10-12",Hyderabad,Organic
C100443,"2023-10-23",Male,"16-18",Hyderabad,Google Ads
C100444,"2022-11-04",Female,"16-18",Rajahmundry,Google Ads
C100445,"2023-04-14",Female,"13-15",Delhi,Organic
C100446,"2022-11-20",Other,"16-18",Delhi,Google Ads
C100447,"2024-02-09",Female,"13-15",Delhi,FB Ads
C100448,"2022-03-16",Male,"13-15",Chennai,School Partnership
C100449,"2022-01-10",Male,"10-12",Hyderabad,Organic
C100450,"2023-04-15",Female,"13-15",Bengaluru,Google Ads
C100451,"2023-09-29",Female,"13-15",Vijayawada,FB Ads
C100452,"2023-07-31",Male,"13-15",Bengaluru,School Partnership
C100453,"2022-04-13",Female,"13-15",Rajahmundry,Organic
C100454,"2022-03-17",Male,"16-18",Rajahmundry,School Partnership
C100455,"2023-07-05",Female,"10-12",Delhi,School Partnership
C100456,"2022-08-07",Male,"13-15",Bengaluru,Organic
C100457,"2023-06-03",Male,"13-15",Delhi,Referral
C100458,"2022-09-29",Male,"13-15",Chennai,School Partnership
C100459,"2022-05-16",Male,"13-15",Rajahmundry,Organic
C100460,"2022-12-24",Male,"10-12",Rajahmundry,FB Ads
C100461,"2022-03-12",Female,"10-12",Bengaluru,FB Ads
C100462,"2024-06-19",Female,"13-15",Rajahmundry,Organic
C100463,"2022-09-08",Female,"13-15",Chennai,Organic
C100464,"2023-01-14",Other,"10-12",Chennai,Organic
C100465,"2022-10-19",Male,"13-15",Chennai,Organic
C100466,"2022-06-11",Male,"13-15",Vijayawada,FB Ads
C100467,"2023-03-25",Female,"13-15",Chennai,Organic
C100468,"2024-05-03",Male,"16-18",Chennai,Referral
C100469,"2023-07-11",Other,"10-12",Vijayawada,Google Ads
C100470,"2023-12-22",Male,"10-12",Delhi,Organic
C100471,"2022-11-06",Other,"16-18",Hyderabad,Google Ads
C100472,"2023-09-19",Male,"13-15",Rajahmundry,Google Ads
C100473,"2024-04-06",Female,"13-15",Chennai,School Partnership
C100474,"2023-11-01",Female,"16-18",Rajahmundry,Organic
C100475,"2023-06-26",Other,"16-18",Bengaluru,Organic
C100476,"2022-01-09",Male,"16-18",Rajahmundry,School Partnership
C100477,"2023-11-15",Female,"13-15",Delhi,School Partnership
C100478,"2024-04-16",Other,"13-15",Vijayawada,Google Ads
C100479,"2023-07-22",Female,"13-15",Rajahmundry,Google Ads
C100480,"2022-11-03",Female,"10-12",Rajahmundry,Organic
C100481,"2023-11-11",Female,"13-15",Rajahmundry,FB Ads
C100482,"2022-04-17",Male,"10-12",Hyderabad,Organic
C100483,"2024-06-18",Female,"16-18",Hyderabad,Organic
C100484,"2022-05-18",Female,"13-15",Bengaluru,Referral
C100485,"2022-09-28",Female,"13-15",Vijayawada,Organic
C100486,"2022-04-29",Male,"13-15",Rajahmundry,FB Ads
C100487,"2022-04-20",Male,"10-12",Rajahmundry,School Partnership
C100488,"2024-01-31",Female,"10-12",Rajahmundry,Organic
C100489,"2023-07-21",Female,"13-15",Rajahmundry,School Partnership
C100490,"2022-06-09",Male,"10-12",Hyderabad,School Partnership
C100491,"2022-10-06",Female,"13-15",Delhi,FB Ads
C100492,"2022-10-16",Male,"16-18",Delhi,Organic
C100493,"2023-09-12",Male,"16-18",Bengaluru,Organic
C100494,"2022-08-04",Male,"13-15",Chennai,FB Ads
C100495,"2024-01-05",Male,"10-12",Vijayawada,Organic
C100496,"2022-12-18",Female,"16-18",Delhi,Organic
C100497,"2022-07-28",Male,"16-18",Rajahmundry,School Partnership
C100498,"2023-12-05",Other,"10-12",Delhi,Organic
C100499,"2023-10-12",Other,"13-15",Bengaluru,Google Ads
C100500,"2024-05-23",Female,"10-12",Chennai,Organic
C100501,"2022-09-28",Female,"16-18",Delhi,FB Ads
C100502,"2023-06-02",Male,"16-18",Bengaluru,School Partnership
C100503,"2023-05-16",Female,"10-12",Hyderabad,Organic
C100504,"2022-09-15",Female,"16-18",Chennai,Organic
C100505,"2024-05-16",Male,"13-15",Bengaluru,Google Ads
C100506,"2022-02-22",Female,"16-18",Delhi,Google Ads
C100507,"2022-04-05",Female,"13-15",Hyderabad,Google Ads
C100508,"2023-10-12",Female,"16-18",Bengaluru,Organic
C100509,"2023-03-10",Female,"10-12",Bengaluru,Organic
C100510,"2024-04-29",Female,"13-15",Delhi,School Partnership
C100511,"2022-10-11",Male,"10-12",Chennai,School Partnership
C100512,"2022-02-15",Female,"16-18",Hyderabad,FB Ads
C100513,"2022-01-04",Female,"16-18",Rajahmundry,Referral
C100514,"2022-12-08",Male,"16-18",Vijayawada,FB Ads
C100515,"2024-02-29",Male,"16-18",Chennai,FB Ads
C100516,"2022-05-14",Male,"10-12",Hyderabad,Organic
C100517,"2023-10-15",Female,"13-15",Bengaluru,FB Ads
C100518,"2022-09-26",Other,"10-12",Hyderabad,FB Ads
C100519,"2022-06-15",Male,"10-12",Vijayawada,Organic
C100520,"2024-01-30",Female,"10-12",Delhi,FB Ads
C100521,"2023-03-29",Male,"13-15",Vijayawada,Google Ads
C100522,"2023-07-19",Other,"10-12",Rajahmundry,Google Ads
C100523,"2023-12-24",Female,"10-12",Rajahmundry,Google Ads
C100524,"2023-03-14",Female,"10-12",Vijayawada,School Partnership
C100525,"2023-07-29",Male,"10-12",Chennai,Organic
C100526,"2022-01-10",Male,"16-18",Chennai,FB Ads
C100527,"2022-04-25",Male,"16-18",Bengaluru,Google Ads
C100528,"2022-03-19",Male,"16-18",Rajahmundry,FB Ads
C100529,"2023-12-09",Female,"13-15",Bengaluru,Organic
C100530,"2022-06-02",Female,"10-12",Rajahmundry,Organic
C100531,"2023-07-13",Other,"16-18",Vijayawada,Referral
C100532,"2022-02-06",Other,"13-15",Chennai,FB Ads
C100533,"2024-05-04",Female,"10-12",Chennai,Referral
C100534,"2023-01-14",Female,"10-12",Vijayawada,FB Ads
C100535,"2023-08-20",Female,"10-12",Bengaluru,Google Ads
C100536,"2023-07-20",Female,"10-12",Bengaluru,Referral
C100537,"2022-06-01",Male,"13-15",Hyderabad,Google Ads
C100538,"2023-03-17",Male,"13-15",Rajahmundry,FB Ads
C100539,"2022-05-11",Male,"10-12",Bengaluru,FB Ads
C100540,"2022-02-12",Female,"10-12",Vijayawada,Referral
C100541,"2022-11-12",Female,"16-18",Bengaluru,FB Ads
C100542,"2023-01-09",Male,"10-12",Chennai,FB Ads
C100543,"2024-03-26",Female,"13-15",Rajahmundry,Organic
C100544,"2024-05-31",Female,"16-18",Delhi,School Partnership
C100545,"2022-02-10",Male,"10-12",Hyderabad,Organic
C100546,"2023-01-02",Male,"10-12",Rajahmundry,Google Ads
C100547,"2022-08-04",Female,"13-15",Chennai,FB Ads
C100548,"2023-11-30",Female,"13-15",Chennai,FB Ads
C100549,"2022-09-13",Female,"13-15",Chennai,Google Ads
C100550,"2023-11-14",Female,"16-18",Chennai,Organic
C100551,"2022-04-16",Female,"10-12",Vijayawada,FB Ads
C100552,"2022-12-29",Female,"13-15",Hyderabad,Google Ads
C100553,"2024-03-09",Female,"13-15",Delhi,Referral
C100554,"2023-07-28",Female,"10-12",Chennai,Organic
C100555,"2024-06-14",Male,"13-15",Chennai,Referral
C100556,"2023-02-21",Male,"10-12",Bengaluru,Google Ads
C100557,"2023-09-28",Male,"13-15",Hyderabad,Referral
C100558,"2024-02-07",Female,"10-12",Rajahmundry,FB Ads
C100559,"2022-06-08",Female,"13-15",Hyderabad,FB Ads
C100560,"2022-08-31",Female,"13-15",Hyderabad,School Partnership
C100561,"2024-06-04",Male,"16-18",Delhi,Referral
C100562,"2022-06-16",Male,"10-12",Hyderabad,FB Ads
C100563,"2024-03-30",Male,"13-15",Delhi,Organic
C100564,"2024-04-10",Male,"13-15",Chennai,FB Ads
C100565,"2022-07-01",Female,"13-15",Chennai,FB Ads
C100566,"2023-02-27",Male,"13-15",Vijayawada,Organic
C100567,"2022-01-26",Male,"13-15",Delhi,Organic
C100568,"2022-07-03",Female,"16-18",Delhi,Referral
C100569,"2024-01-25",Male,"16-18",Rajahmundry,Organic
C100570,"2022-12-07",Female,"13-15",Bengaluru,Google Ads
C100571,"2024-03-12",Female,"13-15",Hyderabad,Organic
C100572,"2023-02-26",Male,"16-18",Rajahmundry,Organic
C100573,"2024-04-01",Female,"16-18",Delhi,Organic
C100574,"2023-11-17",Female,"16-18",Rajahmundry,Organic
C100575,"2024-06-03",Female,"13-15",Vijayawada,Google Ads
C100576,"2024-01-23",Male,"10-12",Bengaluru,Referral
C100577,"2024-04-10",Female,"13-15",Delhi,Organic
C100578,"2022-09-12",Female,"13-15",Delhi,FB Ads
C100579,"2022-10-01",Male,"13-15",Hyderabad,FB Ads
C100580,"2022-06-13",Male,"13-15",Bengaluru,Referral
C100581,"2024-03-17",Other,"16-18",Vijayawada,Google Ads
C100582,"2023-12-20",Female,"13-15",Chennai,FB Ads
C100583,"2022-04-21",Male,"16-18",Rajahmundry,Google Ads
C100584,"2023-01-27",Female,"13-15",Hyderabad,Referral
C100585,"2024-06-12",Male,"13-15",Delhi,Organic
C100586,"2022-02-09",Male,"13-15",Chennai,FB Ads
C100587,"2024-05-29",Male,"16-18",Vijayawada,School Partnership
C100588,"2023-04-27",Male,"10-12",Bengaluru,Google Ads
C100589,"2022-08-16",Male,"10-12",Rajahmundry,FB Ads
C100590,"2022-07-24",Male,"16-18",Hyderabad,FB Ads
C100591,"2024-04-16",Female,"10-12",Delhi,Organic
C100592,"2023-04-17",Male,"13-15",Delhi,FB Ads
C100593,"2022-12-25",Male,"13-15",Chennai,Google Ads
C100594,"2022-11-09",Female,"13-15",Chennai,FB Ads
C100595,"2024-04-20",Male,"13-15",Rajahmundry,Google Ads
C100596,"2024-03-25",Female,"10-12",Bengaluru,Referral
C100597,"2024-06-11",Male,"13-15",Vijayawada,Organic
C100598,"2022-08-22",Male,"13-15",Bengaluru,FB Ads
C100599,"2022-08-17",Male,"13-15",Bengaluru,FB Ads
C100600,"2022-01-25",Male,"10-12",Bengaluru,Google Ads
C100601,"2023-11-07",Male,"13-15",Rajahmundry,Organic
C100602,"2022-07-17",Male,"10-12",Rajahmundry,Google Ads
C100603,"2023-02-13",Male,"10-12",Vijayawada,Referral
C100604,"2022-12-03",Male,"10-12",Bengaluru,FB Ads
C100605,"2022-10-13",Male,"10-12",Rajahmundry,School Partnership
C100606,"2024-06-04",Male,"16-18",Vijayawada,School Partnership
C100607,"2022-03-13",Male,"10-12",Delhi,Organic
C100608,"2024-03-02",Female,"16-18",Vijayawada,Organic
C100609,"2022-10-13",Female,"16-18",Bengaluru,School Partnership
C100610,"2022-12-26",Male,"13-15",Hyderabad,School Partnership
C100611,"2023-10-19",Female,"10-12",Bengaluru,Organic
C100612,"2023-06-06",Female,"13-15",Hyderabad,Organic
C100613,"2023-02-14",Male,"16-18",Vijayawada,Organic
C100614,"2023-11-27",Female,"13-15",Delhi,School Partnership
C100615,"2024-05-13",Female,"10-12",Delhi,Organic
C100616,"2023-07-04",Male,"13-15",Rajahmundry,FB Ads
C100617,"2022-12-06",Male,"16-18",Delhi,Referral
C100618,"2022-01-29",Female,"16-18",Chennai,Organic
C100619,"2022-04-29",Female,"10-12",Vijayawada,Google Ads
C100620,"2024-06-17",Male,"13-15",Rajahmundry,Organic
C100621,"2022-09-25",Male,"10-12",Delhi,Referral
C100622,"2022-07-02",Male,"10-12",Vijayawada,Organic
C100623,"2023-08-18",Female,"16-18",Bengaluru,Google Ads
C100624,"2022-09-29",Female,"10-12",Delhi,Google Ads
C100625,"2022-02-09",Male,"10-12",Hyderabad,Organic
C100626,"2022-04-22",Male,"10-12",Vijayawada,Organic
C100627,"2023-09-03",Female,"16-18",Rajahmundry,FB Ads
C100628,"2023-03-21",Male,"16-18",Bengaluru,Organic
C100629,"2022-12-20",Male,"13-15",Chennai,Referral
C100630,"2024-01-17",Female,"16-18",Bengaluru,Referral
C100631,"2024-03-16",Female,"10-12",Delhi,FB Ads
C100632,"2022-11-18",Female,"13-15",Hyderabad,Google Ads
C100633,"2023-03-23",Female,"13-15",Bengaluru,Google Ads
C100634,"2023-09-13",Male,"10-12",Chennai,Referral
C100635,"2023-06-08",Male,"13-15",Rajahmundry,FB Ads
C100636,"2022-04-29",Female,"16-18",Vijayawada,Organic
C100637,"2023-01-30",Male,"10-12",Hyderabad,Organic
C100638,"2023-08-14",Male,"10-12",Chennai,FB Ads
C100639,"2022-07-14",Male,"10-12",Delhi,FB Ads
C100640,"2022-09-18",Male,"10-12",Delhi,FB Ads
C100641,"2022-02-15",Male,"16-18",Delhi,Organic
C100642,"2023-12-27",Male,"13-15",Hyderabad,Google Ads
C100643,"2023-03-23",Male,"13-15",Bengaluru,Organic
C100644,"2022-01-02",Male,"16-18",Hyderabad,Organic
C100645,"2023-06-17",Female,"10-12",Delhi,FB Ads
C100646,"2024-04-05",Female,"13-15",Chennai,Organic
C100647,"2023-07-06",Female,"13-15",Vijayawada,FB Ads
C100648,"2023-12-05",Female,"13-15",Vijayawada,FB Ads
C100649,"2024-01-07",Female,"16-18",Hyderabad,FB Ads
C100650,"2024-01-30",Male,"16-18",Delhi,FB Ads
C100651,"2024-01-25",Female,"13-15",Rajahmundry,Organic
C100652,"2023-11-18",Female,"16-18",Hyderabad,Organic
C100653,"2022-07-21",Female,"10-12",Delhi,Referral
C100654,"2023-01-08",Male,"10-12",Bengaluru,FB Ads
C100655,"2023-03-18",Male,"10-12",Vijayawada,FB Ads
C100656,"2022-03-13",Male,"13-15",Vijayawada,Organic
C100657,"2023-11-12",Male,"13-15",Vijayawada,FB Ads
C100658,"2022-12-05",Female,"13-15",Rajahmundry,FB Ads
C100659,"2023-10-01",Female,"16-18",Delhi,FB Ads
C100660,"2022-11-18",Male,"13-15",Delhi,Google Ads
C100661,"2023-11-11",Other,"13-15",Delhi,Organic
C100662,"2024-05-18",Female,"10-12",Delhi,Organic
C100663,"2022-05-08",Male,"10-12",Rajahmundry,Referral
C100664,"2024-01-08",Male,"13-15",Chennai,School Partnership
C100665,"2022-11-04",Male,"13-15",Hyderabad,Organic
C100666,"2023-06-04",Male,"16-18",Hyderabad,FB Ads
C100667,"2022-11-13",Male,"10-12",Delhi,Organic
C100668,"2023-11-14",Male,"10-12",Bengaluru,Organic
C100669,"2023-02-23",Male,"13-15",Vijayawada,Organic
C100670,"2022-12-01",Male,"10-12",Rajahmundry,Organic
C100671,"2023-02-17",Female,"10-12",Bengaluru,Google Ads
C100672,"2023-12-15",Male,"13-15",Bengaluru,FB Ads
C100673,"2022-10-30",Female,"10-12",Delhi,Organic
C100674,"2023-07-22",Male,"13-15",Rajahmundry,Organic
C100675,"2022-05-11",Other,"10-12",Hyderabad,Referral
C100676,"2022-07-16",Male,"10-12",Vijayawada,Organic
C100677,"2023-03-07",Male,"13-15",Hyderabad,Google Ads
C100678,"2023-11-12",Other,"16-18",Bengaluru,Organic
C100679,"2023-01-24",Female,"13-15",Vijayawada,FB Ads
C100680,"2023-11-25",Female,"16-18",Chennai,Organic
C100681,"2024-02-06",Male,"10-12",Bengaluru,Organic
C100682,"2022-06-28",Male,"16-18",Hyderabad,Organic
C100683,"2023-09-23",Female,"10-12",Hyderabad,Organic
C100684,"2023-08-06",Female,"13-15",Delhi,FB Ads
C100685,"2022-11-05",Female,"13-15",Hyderabad,Google Ads
C100686,"2023-02-20",Female,"16-18",Rajahmundry,Organic
C100687,"2023-07-16",Male,"13-15",Bengaluru,Organic
C100688,"2024-05-03",Female,"10-12",Vijayawada,FB Ads
C100689,"2022-01-01",Male,"10-12",Hyderabad,Google Ads
C100690,"2022-11-08",Male,"16-18",Delhi,School Partnership
C100691,"2022-10-21",Male,"13-15",Delhi,FB Ads
C100692,"2022-08-04",Female,"16-18",Hyderabad,FB Ads
C100693,"2023-03-17",Male,"10-12",Rajahmundry,FB Ads
C100694,"2024-03-15",Male,"13-15",Delhi,School Partnership
C100695,"2023-08-17",Female,"10-12",Vijayawada,Referral
C100696,"2023-09-14",Male,"16-18",Bengaluru,Organic
C100697,"2023-11-02",Female,"13-15",Chennai,Organic
C100698,"2022-11-26",Male,"16-18",Rajahmundry,Organic
C100699,"2023-04-22",Female,"10-12",Delhi,FB Ads
C100700,"2023-03-29",Female,"13-15",Bengaluru,Google Ads
C100701,"2023-03-29",Male,"13-15",Chennai,FB Ads
C100702,"2023-11-23",Male,"13-15",Hyderabad,Organic
C100703,"2022-08-07",Male,"16-18",Hyderabad,Google Ads
C100704,"2023-06-08",Male,"16-18",Vijayawada,Referral
C100705,"2023-04-30",Other,"16-18",Chennai,Organic
C100706,"2024-03-23",Male,"13-15",Hyderabad,Google Ads
C100707,"2024-03-26",Female,"10-12",Hyderabad,FB Ads
C100708,"2024-01-24",Male,"10-12",Delhi,Referral
C100709,"2022-06-23",Female,"16-18",Vijayawada,Referral
C100710,"2023-11-06",Female,"10-12",Bengaluru,FB Ads
C100711,"2022-03-28",Female,"13-15",Hyderabad,Google Ads
C100712,"2022-10-18",Male,"13-15",Rajahmundry,Referral
C100713,"2023-06-12",Male,"13-15",Rajahmundry,FB Ads
C100714,"2023-11-11",Male,"16-18",Bengaluru,Organic
C100715,"2023-10-11",Female,"13-15",Chennai,Google Ads
C100716,"2023-09-27",Female,"13-15",Vijayawada,Organic
C100717,"2022-12-10",Other,"10-12",Delhi,FB Ads
C100718,"2022-04-06",Male,"13-15",Rajahmundry,Referral
C100719,"2024-04-18",Female,"10-12",Rajahmundry,Google Ads
C100720,"2024-02-09",Female,"13-15",Bengaluru,FB Ads
C100721,"2022-08-29",Male,"16-18",Chennai,Organic
C100722,"2023-11-20",Male,"16-18",Chennai,FB Ads
C100723,"2022-11-14",Female,"10-12",Bengaluru,Organic
C100724,"2022-08-19",Female,"13-15",Rajahmundry,Organic
C100725,"2024-04-05",Female,"16-18",Vijayawada,Google Ads
C100726,"2022-07-23",Male,"10-12",Rajahmundry,Organic
C100727,"2022-05-31",Female,"10-12",Chennai,FB Ads
C100728,"2022-01-26",Male,"10-12",Delhi,FB Ads
C100729,"2022-02-17",Male,"13-15",Rajahmundry,School Partnership
C100730,"2022-09-08",Male,"10-12",Vijayawada,FB Ads
C100731,"2023-05-02",Female,"16-18",Hyderabad,Organic
C100732,"2023-09-18",Female,"13-15",Rajahmundry,Organic
C100733,"2024-05-20",Female,"13-15",Bengaluru,FB Ads
C100734,"2024-02-26",Male,"10-12",Hyderabad,FB Ads
C100735,"2022-03-16",Female,"13-15",Bengaluru,FB Ads
C100736,"2023-04-12",Male,"13-15",Bengaluru,FB Ads
C100737,"2023-03-01",Female,"16-18",Bengaluru,Organic
C100738,"2023-10-07",Male,"16-18",Rajahmundry,FB Ads
C100739,"2023-08-13",Male,"13-15",Chennai,FB Ads
C100740,"2022-07-19",Male,"16-18",Hyderabad,Organic
C100741,"2024-01-06",Male,"16-18",Vijayawada,Organic
C100742,"2023-12-15",Female,"16-18",Chennai,Organic
C100743,"2023-01-29",Female,"10-12",Rajahmundry,Organic
C100744,"2023-05-22",Male,"10-12",Bengaluru,Google Ads
C100745,"2023-02-14",Female,"10-12",Vijayawada,Organic
C100746,"2022-09-07",Male,"13-15",Hyderabad,Organic
C100747,"2022-06-01",Female,"13-15",Chennai,Organic
C100748,"2023-11-03",Female,"13-15",Delhi,School Partnership
C100749,"2023-12-06",Female,"16-18",Chennai,Referral
C100750,"2022-01-06",Male,"16-18",Vijayawada,Organic
C100751,"2024-02-08",Female,"16-18",Rajahmundry,Organic
C100752,"2024-05-31",Female,"13-15",Hyderabad,Organic
C100753,"2024-02-28",Male,"13-15",Vijayawada,FB Ads
C100754,"2022-04-20",Male,"10-12",Bengaluru,Organic
C100755,"2024-03-08",Female,"10-12",Hyderabad,Google Ads
C100756,"2023-03-12",Female,"10-12",Chennai,FB Ads
C100757,"2022-08-13",Female,"13-15",Vijayawada,Referral
C100758,"2022-06-30",Female,"13-15",Chennai,Organic
C100759,"2024-04-03",Female,"16-18",Chennai,Referral
C100760,"2023-12-14",Male,"10-12",Chennai,Google Ads
C100761,"2023-06-15",Male,"13-15",Rajahmundry,Organic
C100762,"2023-04-21",Male,"13-15",Chennai,FB Ads
C100763,"2022-02-21",Female,"10-12",Bengaluru,Organic
C100764,"2023-07-25",Male,"13-15",Bengaluru,Organic
C100765,"2022-09-13",Female,"10-12",Hyderabad,Organic
C100766,"2024-05-18",Female,"13-15",Delhi,FB Ads
C100767,"2022-05-05",Female,"13-15",Chennai,FB Ads
C100768,"2023-04-13",Male,"10-12",Chennai,School Partnership
C100769,"2022-05-17",Female,"10-12",Vijayawada,Organic
C100770,"2024-03-31",Male,"13-15",Rajahmundry,School Partnership
C100771,"2023-04-21",Female,"16-18",Delhi,Organic
C100772,"2023-11-15",Male,"13-15",Hyderabad,Google Ads
C100773,"2023-06-28",Male,"13-15",Delhi,Organic
C100774,"2023-07-27",Female,"13-15",Chennai,Organic
C100775,"2023-09-02",Male,"16-18",Vijayawada,Referral
C100776,"2022-11-21",Male,"16-18",Rajahmundry,Organic
C100777,"2024-02-13",Female,"13-15",Hyderabad,Google Ads
C100778,"2023-03-30",Female,"13-15",Delhi,FB Ads
C100779,"2023-09-20",Female,"16-18",Hyderabad,FB Ads
C100780,"2024-04-14",Female,"13-15",Chennai,FB Ads
C100781,"2024-01-07",Female,"13-15",Hyderabad,Google Ads
C100782,"2023-06-01",Male,"10-12",Vijayawada,Organic
C100783,"2023-03-13",Male,"16-18",Hyderabad,Google Ads
C100784,"2024-04-30",Male,"16-18",Bengaluru,Referral
C100785,"2023-07-16",Female,"10-12",Vijayawada,Organic
C100786,"2023-04-02",Female,"13-15",Delhi,Organic
C100787,"2022-06-12",Male,"13-15",Rajahmundry,Google Ads
C100788,"2024-02-01",Male,"10-12",Rajahmundry,FB Ads
C100789,"2024-06-01",Female,"16-18",Chennai,FB Ads
C100790,"2023-05-02",Male,"10-12",Chennai,Organic
C100791,"2023-04-06",Female,"10-12",Bengaluru,FB Ads
C100792,"2022-09-23",Female,"13-15",Delhi,Organic
C100793,"2024-02-09",Female,"13-15",Rajahmundry,FB Ads
C100794,"2022-09-11",Male,"10-12",Rajahmundry,Google Ads
C100795,"2024-05-10",Female,"13-15",Rajahmundry,Organic
C100796,"2023-10-15",Female,"13-15",Rajahmundry,FB Ads
C100797,"2022-10-11",Female,"10-12",Hyderabad,School Partnership
C100798,"2024-02-24",Female,"10-12",Delhi,Google Ads
C100799,"2024-03-07",Female,"13-15",Vijayawada,Referral
C100800,"2023-06-18",Female,"10-12",Vijayawada,FB Ads
C100801,"2023-05-12",Male,"16-18",Bengaluru,Google Ads
C100802,"2023-10-04",Female,"16-18",Hyderabad,Organic
C100803,"2022-09-02",Female,"16-18",Rajahmundry,Organic
C100804,"2022-10-09",Male,"10-12",Rajahmundry,Organic
C100805,"2023-03-27",Female,"16-18",Chennai,FB Ads
C100806,"2022-03-21",Female,"13-15",Chennai,Referral
C100807,"2024-01-01",Female,"13-15",Bengaluru,Organic
C100808,"2022-10-20",Male,"10-12",Rajahmundry,Google Ads
C100809,"2022-08-29",Male,"10-12",Bengaluru,Google Ads
C100810,"2022-10-06",Other,"13-15",Hyderabad,FB Ads
C100811,"2022-12-10",Female,"13-15",Vijayawada,FB Ads
C100812,"2022-11-24",Male,"10-12",Rajahmundry,FB Ads
C100813,"2023-07-08",Female,"13-15",Delhi,Organic
C100814,"2022-03-24",Female,"10-12",Hyderabad,Organic
C100815,"2022-05-22",Female,"13-15",Rajahmundry,School Partnership
C100816,"2022-06-04",Female,"13-15",Delhi,Organic
C100817,"2022-08-25",Male,"16-18",Chennai,Organic
C100818,"2023-01-28",Male,"16-18",Bengaluru,Referral
C100819,"2023-12-12",Male,"13-15",Chennai,Organic
C100820,"2022-06-06",Female,"13-15",Vijayawada,Google Ads
C100821,"2023-12-25",Male,"13-15",Chennai,Organic
C100822,"2022-08-08",Male,"16-18",Rajahmundry,FB Ads
C100823,"2022-03-07",Male,"13-15",Delhi,Organic
C100824,"2023-03-01",Female,"10-12",Chennai,Organic
C100825,"2023-02-22",Female,"10-12",Rajahmundry,FB Ads
C100826,"2022-12-05",Male,"13-15",Vijayawada,Google Ads
C100827,"2023-07-10",Male,"13-15",Delhi,FB Ads
C100828,"2023-04-23",Female,"16-18",Chennai,School Partnership
C100829,"2023-03-02",Male,"10-12",Bengaluru,Organic
C100830,"2022-03-05",Male,"13-15",Bengaluru,FB Ads
C100831,"2022-07-31",Male,"16-18",Delhi,FB Ads
C100832,"2024-05-02",Male,"16-18",Bengaluru,School Partnership
C100833,"2023-03-07",Male,"13-15",Chennai,Organic
C100834,"2023-02-03",Female,"13-15",Chennai,FB Ads
C100835,"2024-02-28",Male,"13-15",Delhi,Referral
C100836,"2023-08-22",Female,"16-18",Chennai,Organic
C100837,"2023-12-14",Male,"10-12",Rajahmundry,Referral
C100838,"2022-01-21",Female,"16-18",Vijayawada,Organic
C100839,"2024-05-27",Female,"13-15",Bengaluru,Google Ads
C100840,"2024-02-23",Male,"13-15",Rajahmundry,School Partnership
C100841,"2023-08-13",Female,"10-12",Delhi,Google Ads
C100842,"2023-01-25",Male,"13-15",Bengaluru,FB Ads
C100843,"2023-05-04",Other,"13-15",Rajahmundry,Organic
C100844,"2022-01-07",Male,"10-12",Chennai,School Partnership
C100845,"2022-12-27",Male,"13-15",Delhi,FB Ads
C100846,"2022-11-02",Male,"16-18",Delhi,Organic
C100847,"2024-02-11",Other,"13-15",Bengaluru,Google Ads
C100848,"2023-02-04",Female,"13-15",Chennai,FB Ads
C100849,"2024-05-23",Female,"10-12",Bengaluru,Organic
C100850,"2024-05-05",Male,"13-15",Hyderabad,Organic
C100851,"2023-03-06",Female,"10-12",Rajahmundry,Organic
C100852,"2023-07-06",Male,"13-15",Hyderabad,FB Ads
C100853,"2024-02-05",Female,"16-18",Rajahmundry,Google Ads
C100854,"2024-01-23",Male,"13-15",Vijayawada,FB Ads
C100855,"2023-07-14",Male,"10-12",Delhi,Referral
C100856,"2024-03-30",Male,"13-15",Bengaluru,Referral
C100857,"2023-09-10",Male,"13-15",Vijayawada,Google Ads
C100858,"2022-08-14",Female,"13-15",Vijayawada,Organic
C100859,"2023-05-15",Male,"16-18",Delhi,Google Ads
C100860,"2022-08-13",Female,"16-18",Delhi,FB Ads
C100861,"2022-10-07",Male,"13-15",Rajahmundry,FB Ads
C100862,"2023-03-23",Female,"13-15",Hyderabad,Google Ads
C100863,"2023-05-13",Male,"10-12",Chennai,FB Ads
C100864,"2022-01-30",Male,"10-12",Rajahmundry,School Partnership
C100865,"2023-02-03",Female,"13-15",Chennai,Organic
C100866,"2022-12-11",Male,"13-15",Vijayawada,Google Ads
C100867,"2023-11-16",Male,"13-15",Chennai,Organic
C100868,"2023-11-27",Female,"13-15",Hyderabad,School Partnership
C100869,"2024-03-28",Female,"10-12",Rajahmundry,Organic
C100870,"2023-02-19",Male,"13-15",Delhi,Organic
C100871,"2024-01-12",Male,"10-12",Hyderabad,Organic
C100872,"2022-06-19",Female,"10-12",Hyderabad,FB Ads
C100873,"2024-05-10",Male,"16-18",Rajahmundry,Organic
C100874,"2023-04-24",Male,"10-12",Delhi,FB Ads
C100875,"2022-05-11",Male,"13-15",Hyderabad,FB Ads
C100876,"2023-09-30",Female,"10-12",Delhi,Organic
C100877,"2023-07-01",Female,"16-18",Bengaluru,Organic
C100878,"2022-01-28",Male,"13-15",Bengaluru,Referral
C100879,"2023-02-08",Male,"10-12",Bengaluru,Google Ads
C100880,"2023-08-30",Male,"13-15",Chennai,Google Ads
C100881,"2023-08-01",Female,"13-15",Hyderabad,Google Ads
C100882,"2023-11-10",Male,"16-18",Rajahmundry,Organic
