customer_id,date,sessions,minutes_watched,courses_completed
C100640,2024-12-18,8,304,0
C100641,2025-11-12,4,116,0
C100641,2025-10-13,6,78,0
C100641,2025-09-16,6,162,0
C100641,2025-08-13,2,50,2
C100641,2025-07-15,6,120,1
C100641,2025-06-16,8,192,0
C100641,2025-05-18,9,189,1
C100641,2025-04-18,9,279,0
C100641,2025-03-19,5,145,2
C100641,2025-02-16,9,99,2
C100641,2025-01-17,7,252,0
C100641,2024-12-20,0,0,0
C100642,2025-11-14,8,192,0
C100642,2025-10-17,6,108,0
C100642,2025-09-13,5,125,1
C100642,2025-08-16,4,100,1
C100642,2025-07-14,5,170,0
C100642,2025-06-18,4,72,1
C100642,2025-05-19,5,185,0
C100642,2025-04-15,6,264,0
C100642,2025-03-20,7,154,0
C100642,2025-02-17,9,279,0
C100642,2025-01-19,2,40,1
C100642,2024-12-20,8,104,0
C100643,2025-11-14,4,4,1
C100643,2025-10-13,10,300,1
C100643,2025-09-17,6,48,1
C100643,2025-08-18,8,144,1
C100643,2025-07-17,5,150,0
C100643,2025-06-19,6,138,0
C100643,2025-05-17,4,48,0
C100643,2025-04-15,8,160,0
C100643,2025-03-20,7,203,0
C100643,2025-02-17,4,60,0
C100643,2025-01-20,7,182,1
C100643,2024-12-16,4,36,0
C100644,2025-11-14,6,144,1
C100644,2025-10-15,4,152,2
C100644,2025-09-16,10,220,0
C100644,2025-08-15,9,234,0
C100644,2025-07-15,7,84,1
C100644,2025-06-19,4,52,1
C100644,2025-05-18,7,245,2
C100644,2025-04-16,5,135,1
C100644,2025-03-19,4,48,0
C100644,2025-02-17,10,350,1
C100644,2025-01-17,3,36,0
C100644,2024-12-19,12,228,1
C100645,2025-11-12,9,72,0
C100645,2025-10-17,3,36,1
C100645,2025-09-14,8,208,0
C100645,2025-08-17,8,376,0
C100645,2025-07-16,3,45,0
C100645,2025-06-15,5,155,1
C100645,2025-05-17,6,126,1
C100645,2025-04-20,6,108,1
C100645,2025-03-20,2,56,0
C100645,2025-02-17,6,174,2
C100645,2025-01-19,3,36,0
C100645,2024-12-19,7,182,1
C100646,2025-11-13,11,198,0
C100646,2025-10-17,11,341,1
C100646,2025-09-16,8,168,1
C100646,2025-08-17,6,6,0
C100646,2025-07-18,4,68,0
C100646,2025-06-14,6,96,0
C100646,2025-05-19,6,24,0
C100646,2025-04-16,6,126,3
C100646,2025-03-19,4,68,3
C100646,2025-02-14,6,0,1
C100646,2025-01-16,4,8,0
C100646,2024-12-19,8,264,1
C100647,2025-11-14,6,204,0
C100647,2025-10-16,6,186,0
C100647,2025-09-16,4,68,0
C100647,2025-08-18,3,96,1
C100647,2025-07-17,5,180,1
C100647,2025-06-14,7,35,0
C100647,2025-05-16,3,111,0
C100647,2025-04-19,8,256,0
C100647,2025-03-17,8,192,0
C100647,2025-02-16,1,49,1
C100647,2025-01-19,6,156,1
C100647,2024-12-21,6,186,2
C100648,2025-11-14,9,9,0
C100648,2025-10-17,3,102,0
C100648,2025-09-16,5,160,2
C100648,2025-08-14,9,225,0
C100648,2025-07-16,5,40,0
C100648,2025-06-16,8,176,0
C100648,2025-05-19,7,126,0
C100648,2025-04-15,5,100,3
C100648,2025-03-17,3,84,0
C100648,2025-02-15,3,93,2
C100648,2025-01-20,4,68,1
C100648,2024-12-18,8,216,2
C100649,2025-11-15,2,58,0
C100649,2025-10-17,3,45,0
C100649,2025-09-14,3,75,0
C100649,2025-08-16,1,23,0
C100649,2025-07-18,8,104,0
C100649,2025-06-15,6,90,0
C100649,2025-05-19,9,324,1
C100649,2025-04-19,6,144,0
C100649,2025-03-21,7,175,0
C100649,2025-02-17,5,120,2
C100649,2025-01-20,3,60,1
C100649,2024-12-18,10,210,1
C100650,2025-11-13,2,30,1
C100650,2025-10-13,9,288,1
C100650,2025-09-16,10,90,2
C100650,2025-08-18,6,246,0
C100650,2025-07-17,7,161,1
C100650,2025-06-14,11,121,0
C100650,2025-05-19,12,324,0
C100650,2025-04-16,6,120,0
C100650,2025-03-20,8,136,1
C100650,2025-02-16,4,64,2
C100650,2025-01-17,6,150,1
C100650,2024-12-17,7,84,1
C100651,2025-11-15,2,38,0
C100651,2025-10-14,5,120,0
C100651,2025-09-17,5,125,0
C100651,2025-08-15,4,92,0
C100651,2025-07-18,7,168,0
C100651,2025-06-18,2,50,0
C100651,2025-05-18,9,153,1
C100651,2025-04-20,5,185,1
C100651,2025-03-20,8,112,2
C100651,2025-02-19,5,150,0
C100651,2025-01-19,10,180,0
C100651,2024-12-17,3,72,0
C100652,2025-11-15,6,102,1
C100652,2025-10-13,5,140,1
C100652,2025-09-17,3,75,1
C100652,2025-08-16,6,102,2
C100652,2025-07-15,7,56,1
C100652,2025-06-17,2,96,0
C100652,2025-05-20,9,54,2
C100652,2025-04-19,4,108,0
C100652,2025-03-20,6,246,1
C100652,2025-02-19,8,264,1
C100652,2025-01-17,8,136,0
C100652,2024-12-21,5,125,1
C100653,2025-11-11,8,136,0
C100653,2025-10-13,7,84,0
C100653,2025-09-17,7,154,0
C100653,2025-08-18,5,115,0
C100653,2025-07-15,6,246,1
C100653,2025-06-18,5,135,0
C100653,2025-05-15,8,296,0
C100653,2025-04-19,7,161,1
C100653,2025-03-20,5,120,0
C100653,2025-02-17,5,200,0
C100653,2025-01-16,1,20,0
C100653,2024-12-20,6,114,0
C100654,2025-11-13,8,136,1
C100654,2025-10-13,3,96,2
C100654,2025-09-14,4,100,0
C100654,2025-08-18,6,96,1
C100654,2025-07-15,6,114,0
C100654,2025-06-19,3,105,0
C100654,2025-05-20,3,81,0
C100654,2025-04-20,4,80,1
C100654,2025-03-16,5,125,1
C100654,2025-02-19,3,27,1
C100654,2025-01-19,7,147,1
C100654,2024-12-16,10,210,2
C100655,2025-11-12,4,116,0
C100655,2025-10-12,7,28,0
C100655,2025-09-15,8,176,0
C100655,2025-08-15,4,132,1
C100655,2025-07-19,7,133,1
C100655,2025-06-16,6,132,1
C100655,2025-05-19,5,50,1
C100655,2025-04-19,5,250,2
C100655,2025-03-19,7,126,1
C100655,2025-02-16,8,200,1
C100655,2025-01-15,4,32,0
C100655,2024-12-16,7,196,0
C100656,2025-11-11,4,88,1
C100656,2025-10-15,7,119,0
C100656,2025-09-12,6,174,1
C100656,2025-08-15,4,188,1
C100656,2025-07-19,3,144,2
C100656,2025-06-15,5,105,1
C100656,2025-05-15,6,210,0
C100656,2025-04-18,6,60,0
C100656,2025-03-19,5,150,0
C100656,2025-02-15,4,160,0
C100656,2025-01-18,6,216,0
C100656,2024-12-21,7,196,0
C100657,2025-11-11,9,243,1
C100657,2025-10-14,5,130,0
C100657,2025-09-13,6,96,0
C100657,2025-08-14,6,210,0
C100657,2025-07-18,7,196,0
C100657,2025-06-18,5,80,2
C100657,2025-05-20,6,138,0
C100657,2025-04-18,6,72,0
C100657,2025-03-19,7,105,0
C100657,2025-02-14,8,72,0
C100657,2025-01-19,5,25,0
C100657,2024-12-20,7,273,1
C100658,2025-11-11,6,186,0
C100658,2025-10-16,7,112,1
C100658,2025-09-17,4,128,0
C100658,2025-08-15,5,90,0
C100658,2025-07-14,3,54,1
C100658,2025-06-14,12,204,0
C100658,2025-05-17,6,150,1
C100658,2025-04-17,8,152,0
C100658,2025-03-17,7,231,0
C100658,2025-02-19,8,168,0
C100658,2025-01-18,3,42,1
C100658,2024-12-19,8,304,0
C100659,2025-11-13,11,605,0
C100659,2025-10-15,3,87,0
C100659,2025-09-14,5,170,0
C100659,2025-08-13,3,6,0
C100659,2025-07-17,3,87,2
C100659,2025-06-18,4,0,1
C100659,2025-05-17,9,171,0
C100659,2025-04-20,5,135,0
C100659,2025-03-16,5,70,0
C100659,2025-02-19,6,84,1
C100659,2025-01-16,5,70,1
C100659,2024-12-19,6,186,0
C100660,2025-11-14,7,98,0
C100660,2025-10-16,6,168,0
C100660,2025-09-12,3,78,0
C100660,2025-08-14,9,342,1
C100660,2025-07-14,7,112,0
C100660,2025-06-19,4,104,0
C100660,2025-05-20,12,504,0
C100660,2025-04-15,4,148,0
C100660,2025-03-18,6,180,1
C100660,2025-02-16,5,135,1
C100660,2025-01-17,11,253,0
C100660,2024-12-18,3,99,1
C100661,2025-11-11,3,48,1
C100661,2025-10-14,8,184,0
C100661,2025-09-15,6,60,0
C100661,2025-08-18,3,87,0
C100661,2025-07-17,7,140,0
C100661,2025-06-18,6,84,2
C100661,2025-05-15,3,69,1
C100661,2025-04-17,6,198,0
C100661,2025-03-16,2,42,0
C100661,2025-02-16,5,125,1
C100661,2025-01-20,6,246,1
C100661,2024-12-20,4,104,0
C100662,2025-11-16,9,333,1
C100662,2025-10-13,7,217,0
C100662,2025-09-16,3,69,2
C100662,2025-08-14,8,136,1
C100662,2025-07-19,8,56,1
C100662,2025-06-14,6,246,1
C100662,2025-05-15,6,114,0
C100662,2025-04-18,5,105,0
C100662,2025-03-18,6,162,1
C100662,2025-02-15,7,273,1
C100662,2025-01-20,7,196,0
C100662,2024-12-18,9,189,1
C100663,2025-11-11,3,72,2
C100663,2025-10-17,3,93,0
C100663,2025-09-12,3,87,1
C100663,2025-08-14,2,64,0
C100663,2025-07-19,7,112,0
C100663,2025-06-18,6,156,1
C100663,2025-05-19,4,72,1
C100663,2025-04-19,6,144,0
C100663,2025-03-21,6,90,1
C100663,2025-02-14,8,232,1
C100663,2025-01-20,4,144,1
C100663,2024-12-18,7,196,0
C100664,2025-11-13,2,58,0
C100664,2025-10-12,4,68,1
C100664,2025-09-13,9,279,0
C100664,2025-08-13,5,95,2
C100664,2025-07-16,7,168,0
C100664,2025-06-19,5,155,0
C100664,2025-05-17,5,105,0
C100664,2025-04-15,3,54,0
C100664,2025-03-18,3,57,2
C100664,2025-02-14,6,114,1
C100664,2025-01-17,6,108,1
C100664,2024-12-20,8,216,0
C100665,2025-11-14,6,72,0
C100665,2025-10-16,3,66,0
C100665,2025-09-16,3,192,0
C100665,2025-08-17,5,35,1
C100665,2025-07-18,9,117,0
C100665,2025-06-14,4,48,1
C100665,2025-05-17,4,132,0
C100665,2025-04-20,5,70,0
C100665,2025-03-17,15,240,1
C100665,2025-02-17,11,121,1
C100665,2025-01-16,6,162,0
C100665,2024-12-20,4,152,1
C100666,2025-11-16,3,39,1
C100666,2025-10-16,5,105,1
C100666,2025-09-14,7,266,0
C100666,2025-08-13,4,84,0
C100666,2025-07-15,7,133,0
C100666,2025-06-14,6,132,0
C100666,2025-05-18,8,104,0
C100666,2025-04-15,6,246,0
C100666,2025-03-17,5,155,1
C100666,2025-02-17,6,198,0
C100666,2025-01-17,5,85,0
C100666,2024-12-20,4,84,1
C100667,2025-11-13,3,78,1
C100667,2025-10-17,3,126,0
C100667,2025-09-17,5,85,1
C100667,2025-08-16,4,48,0
C100667,2025-07-18,7,175,1
C100667,2025-06-15,8,168,0
C100667,2025-05-18,3,93,1
C100667,2025-04-19,9,162,2
C100667,2025-03-21,5,90,0
C100667,2025-02-19,7,21,0
C100667,2025-01-20,3,60,0
C100667,2024-12-16,8,176,1
C100668,2025-11-15,5,65,0
C100668,2025-10-14,14,252,0
C100668,2025-09-15,6,114,2
C100668,2025-08-17,5,110,1
C100668,2025-07-15,7,182,0
C100668,2025-06-15,4,44,1
C100668,2025-05-16,7,175,0
C100668,2025-04-15,8,152,0
C100668,2025-03-20,8,184,0
C100668,2025-02-18,8,144,1
C100668,2025-01-15,10,100,0
C100668,2024-12-16,6,120,1
C100669,2025-11-16,7,140,1
C100669,2025-10-16,9,279,1
C100669,2025-09-16,5,110,0
C100669,2025-08-16,6,108,1
C100669,2025-07-16,10,310,1
C100669,2025-06-17,6,258,0
C100669,2025-05-16,4,132,0
C100669,2025-04-15,2,54,1
C100669,2025-03-16,4,0,0
C100669,2025-02-15,6,180,1
C100669,2025-01-17,6,228,1
C100669,2024-12-18,8,256,1
C100670,2025-11-12,6,168,1
C100670,2025-10-16,5,90,0
C100670,2025-09-16,5,100,0
C100670,2025-08-15,3,63,1
C100670,2025-07-15,4,176,0
C100670,2025-06-14,4,20,0
C100670,2025-05-18,4,96,1
C100670,2025-04-20,9,189,0
C100670,2025-03-18,8,208,0
C100670,2025-02-14,6,84,1
C100670,2025-01-16,5,135,1
C100670,2024-12-20,10,200,1
C100671,2025-11-11,4,88,0
C100671,2025-10-14,6,36,1
C100671,2025-09-14,5,125,0
C100671,2025-08-16,8,208,0
C100671,2025-07-15,8,192,0
C100671,2025-06-19,10,360,0
C100671,2025-05-18,6,120,0
C100671,2025-04-19,6,120,1
C100671,2025-03-17,6,186,1
C100671,2025-02-18,5,120,0
C100671,2025-01-20,5,145,0
C100671,2024-12-21,3,69,0
C100672,2025-11-16,4,60,1
C100672,2025-10-15,4,84,0
C100672,2025-09-12,7,161,0
C100672,2025-08-18,11,66,1
C100672,2025-07-16,5,55,1
C100672,2025-06-17,4,96,0
C100672,2025-05-19,2,42,0
C100672,2025-04-15,9,180,1
C100672,2025-03-18,7,56,1
C100672,2025-02-16,3,96,0
C100672,2025-01-18,7,77,1
C100672,2024-12-20,4,0,0
C100673,2025-11-13,5,180,1
C100673,2025-10-14,7,133,0
C100673,2025-09-16,8,56,0
C100673,2025-08-16,8,232,0
C100673,2025-07-19,4,72,0
C100673,2025-06-18,5,185,1
C100673,2025-05-17,9,108,1
C100673,2025-04-19,4,136,0
C100673,2025-03-19,8,176,1
C100673,2025-02-17,7,70,0
C100673,2025-01-18,1,33,1
C100673,2024-12-20,8,280,2
C100674,2025-11-15,8,192,1
C100674,2025-10-14,1,23,0
C100674,2025-09-15,0,0,0
C100674,2025-08-13,11,275,0
C100674,2025-07-16,4,88,0
C100674,2025-06-17,9,189,1
C100674,2025-05-17,5,135,0
C100674,2025-04-16,11,286,0
C100674,2025-03-18,6,186,0
C100674,2025-02-16,8,328,0
C100674,2025-01-18,4,76,1
C100674,2024-12-17,4,116,0
C100675,2025-11-13,4,80,0
C100675,2025-10-13,10,190,0
C100675,2025-09-15,5,140,0
C100675,2025-08-14,6,162,2
C100675,2025-07-16,6,138,1
C100675,2025-06-18,7,203,2
C100675,2025-05-19,3,81,1
C100675,2025-04-18,6,132,2
C100675,2025-03-17,3,75,0
C100675,2025-02-17,6,120,2
C100675,2025-01-15,11,264,0
C100675,2024-12-19,2,50,0
C100676,2025-11-16,8,144,0
C100676,2025-10-17,3,48,0
C100676,2025-09-15,6,138,2
C100676,2025-08-15,6,192,0
C100676,2025-07-14,2,82,0
C100676,2025-06-18,2,98,1
C100676,2025-05-18,5,95,1
C100676,2025-04-20,3,135,0
C100676,2025-03-18,6,192,2
C100676,2025-02-15,4,180,0
C100676,2025-01-19,6,192,1
C100676,2024-12-17,2,26,1
C100677,2025-11-13,7,168,0
C100677,2025-10-15,6,24,0
C100677,2025-09-14,4,76,0
C100677,2025-08-14,5,240,0
C100677,2025-07-17,4,44,0
C100677,2025-06-19,4,68,1
C100677,2025-05-19,8,120,0
C100677,2025-04-15,7,224,0
C100677,2025-03-21,4,12,0
C100677,2025-02-16,8,168,2
C100677,2025-01-19,5,135,0
C100677,2024-12-18,2,64,1
C100678,2025-11-13,5,135,1
C100678,2025-10-12,3,72,0
C100678,2025-09-14,3,54,1
C100678,2025-08-17,6,174,0
C100678,2025-07-15,6,138,2
C100678,2025-06-18,2,28,0
C100678,2025-05-15,2,50,3
C100678,2025-04-18,8,200,0
C100678,2025-03-16,6,186,1
C100678,2025-02-19,5,120,0
C100678,2025-01-16,4,112,0
C100678,2024-12-18,4,144,0
C100679,2025-11-12,11,286,0
C100679,2025-10-16,8,160,0
C100679,2025-09-15,3,54,0
C100679,2025-08-13,8,192,0
C100679,2025-07-17,5,160,0
C100679,2025-06-18,5,155,0
C100679,2025-05-20,7,196,0
C100679,2025-04-19,3,33,2
C100679,2025-03-17,3,69,0
C100679,2025-02-19,4,68,1
C100679,2025-01-18,1,14,0
C100679,2024-12-18,2,56,1
C100680,2025-11-11,8,88,1
C100680,2025-10-15,8,296,1
C100680,2025-09-17,11,253,1
C100680,2025-08-17,5,40,0
C100680,2025-07-18,10,40,1
C100680,2025-06-18,10,130,0
C100680,2025-05-18,4,152,0
C100680,2025-04-17,4,144,0
C100680,2025-03-18,6,228,0
C100680,2025-02-15,5,100,0
C100680,2025-01-15,5,75,0
C100680,2024-12-16,12,456,0
C100681,2025-11-11,7,182,0
C100681,2025-10-12,7,189,1
C100681,2025-09-12,5,105,1
C100681,2025-08-18,4,52,1
C100681,2025-07-17,4,92,1
C100681,2025-06-17,2,40,0
C100681,2025-05-17,6,174,1
C100681,2025-04-15,9,252,1
C100681,2025-03-17,5,90,0
C100681,2025-02-16,6,150,2
C100681,2025-01-19,4,124,2
C100681,2024-12-19,5,180,1
C100682,2025-11-16,2,70,0
C100682,2025-10-13,5,260,1
C100682,2025-09-15,7,175,2
C100682,2025-08-13,4,56,1
C100682,2025-07-14,5,160,0
C100682,2025-06-19,10,190,0
C100682,2025-05-17,6,84,1
C100682,2025-04-20,9,252,1
C100682,2025-03-20,9,207,3
C100682,2025-02-18,4,76,0
C100682,2025-01-15,6,96,1
C100682,2024-12-17,6,180,1
C100683,2025-11-12,4,216,1
C100683,2025-10-16,2,50,1
C100683,2025-09-17,7,175,0
C100683,2025-08-16,9,324,0
C100683,2025-07-16,4,20,0
C100683,2025-06-15,5,135,2
C100683,2025-05-15,7,308,0
C100683,2025-04-19,4,76,2
C100683,2025-03-20,8,240,0
C100683,2025-02-18,3,39,1
C100683,2025-01-17,5,155,0
C100683,2024-12-16,8,0,1
C100684,2025-11-11,5,155,0
C100684,2025-10-16,4,120,0
C100684,2025-09-12,5,165,0
C100684,2025-08-18,3,57,0
C100684,2025-07-15,6,156,0
C100684,2025-06-14,13,156,0
C100684,2025-05-15,5,150,0
C100684,2025-04-18,6,222,0
C100684,2025-03-19,3,102,0
C100684,2025-02-19,3,102,0
C100684,2025-01-15,6,120,2
C100684,2024-12-18,14,448,0
C100685,2025-11-13,5,120,0
C100685,2025-10-14,5,80,0
C100685,2025-09-12,4,64,0
C100685,2025-08-15,3,84,0
C100685,2025-07-19,6,114,1
C100685,2025-06-16,8,128,0
C100685,2025-05-19,6,114,1
C100685,2025-04-17,7,147,0
C100685,2025-03-16,6,180,0
C100685,2025-02-18,7,126,0
C100685,2025-01-15,4,56,1
C100685,2024-12-20,6,132,1
C100686,2025-11-12,2,38,1
C100686,2025-10-14,3,36,1
C100686,2025-09-16,5,75,0
C100686,2025-08-18,4,76,0
C100686,2025-07-19,6,150,1
C100686,2025-06-19,8,208,0
C100686,2025-05-19,9,108,0
C100686,2025-04-19,6,90,0
C100686,2025-03-21,4,112,1
C100686,2025-02-19,3,30,0
C100686,2025-01-15,5,150,0
C100686,2024-12-16,6,102,1
C100687,2025-11-12,6,132,0
C100687,2025-10-15,5,205,0
C100687,2025-09-13,10,200,0
C100687,2025-08-16,7,91,2
C100687,2025-07-18,3,9,0
C100687,2025-06-16,11,308,0
C100687,2025-05-18,4,52,0
C100687,2025-04-16,6,180,1
C100687,2025-03-20,4,104,2
C100687,2025-02-18,5,85,0
C100687,2025-01-19,7,238,0
C100687,2024-12-18,4,124,0
C100688,2025-11-13,6,180,0
C100688,2025-10-12,10,490,0
C100688,2025-09-13,7,168,0
C100688,2025-08-15,3,3,1
C100688,2025-07-19,8,160,0
C100688,2025-06-15,6,246,1
C100688,2025-05-19,4,128,0
C100688,2025-04-15,5,120,0
C100688,2025-03-17,12,276,1
C100688,2025-02-15,11,231,0
C100688,2025-01-17,2,42,1
C100688,2024-12-18,4,88,0
C100689,2025-11-11,13,234,1
C100689,2025-10-12,8,120,0
C100689,2025-09-12,5,175,0
C100689,2025-08-18,7,126,0
C100689,2025-07-14,8,176,0
C100689,2025-06-18,3,81,2
C100689,2025-05-17,2,72,2
C100689,2025-04-20,3,39,0
C100689,2025-03-19,6,204,0
C100689,2025-02-14,5,115,1
C100689,2025-01-15,5,140,0
C100689,2024-12-19,3,69,1
C100690,2025-11-12,5,85,0
C100690,2025-10-15,8,168,0
C100690,2025-09-14,7,112,1
C100690,2025-08-14,6,234,0
C100690,2025-07-18,2,48,0
C100690,2025-06-19,6,228,1
C100690,2025-05-16,2,34,0
C100690,2025-04-18,4,84,1
C100690,2025-03-18,4,84,1
C100690,2025-02-17,7,105,1
C100690,2025-01-16,2,36,0
C100690,2024-12-16,6,198,0
C100691,2025-11-16,8,128,0
C100691,2025-10-17,7,105,2
C100691,2025-09-16,9,432,0
C100691,2025-08-17,12,432,1
C100691,2025-07-17,6,126,0
C100691,2025-06-15,8,256,1
C100691,2025-05-18,4,108,0
C100691,2025-04-20,7,231,0
C100691,2025-03-17,11,451,0
C100691,2025-02-18,7,329,0
C100691,2025-01-18,9,207,0
C100691,2024-12-21,5,85,2
C100692,2025-11-11,4,124,1
C100692,2025-10-17,12,264,1
C100692,2025-09-17,7,245,0
C100692,2025-08-18,7,231,1
C100692,2025-07-17,5,155,0
C100692,2025-06-17,7,266,0
C100692,2025-05-17,4,164,1
C100692,2025-04-20,10,300,1
C100692,2025-03-18,4,112,0
C100692,2025-02-17,9,171,1
C100692,2025-01-16,5,75,1
C100692,2024-12-16,5,140,0
C100693,2025-11-11,6,216,0
C100693,2025-10-12,6,324,0
C100693,2025-09-12,4,72,1
C100693,2025-08-18,5,100,0
C100693,2025-07-15,7,161,2
C100693,2025-06-19,5,30,0
C100693,2025-05-19,2,50,2
C100693,2025-04-16,9,144,0
C100693,2025-03-16,4,80,0
C100693,2025-02-15,5,115,2
C100693,2025-01-16,2,54,0
C100693,2024-12-16,3,96,0
C100694,2025-11-11,8,152,1
C100694,2025-10-12,6,168,0
C100694,2025-09-17,8,184,0
C100694,2025-08-16,7,280,1
C100694,2025-07-17,5,60,2
C100694,2025-06-14,5,145,0
C100694,2025-05-20,2,22,1
C100694,2025-04-20,2,44,1
C100694,2025-03-19,4,48,0
C100694,2025-02-19,5,175,2
C100694,2025-01-18,7,217,0
C100694,2024-12-20,4,100,1
C100695,2025-11-16,8,232,1
C100695,2025-10-15,5,65,0
C100695,2025-09-14,4,104,1
C100695,2025-08-15,4,128,0
C100695,2025-07-15,5,80,0
C100695,2025-06-17,6,126,1
C100695,2025-05-20,8,280,2
C100695,2025-04-15,6,216,0
C100695,2025-03-20,1,20,1
C100695,2025-02-17,8,120,1
C100695,2025-01-19,12,456,0
C100695,2024-12-17,9,171,1
C100696,2025-11-11,5,55,0
C100696,2025-10-12,5,160,0
C100696,2025-09-17,7,140,0
C100696,2025-08-16,7,217,1
C100696,2025-07-15,4,148,0
C100696,2025-06-14,6,156,0
C100696,2025-05-19,9,216,0
C100696,2025-04-17,3,135,1
C100696,2025-03-19,9,270,0
C100696,2025-02-16,6,126,2
C100696,2025-01-18,5,155,0
C100696,2024-12-19,9,99,0
C100697,2025-11-12,10,330,1
C100697,2025-10-17,6,174,1
C100697,2025-09-16,7,161,0
C100697,2025-08-18,5,155,1
C100697,2025-07-15,6,168,0
C100697,2025-06-14,4,132,0
C100697,2025-05-20,8,192,1
C100697,2025-04-20,4,88,1
C100697,2025-03-18,4,152,1
C100697,2025-02-15,7,133,0
C100697,2025-01-18,7,364,1
C100697,2024-12-18,8,144,0
C100698,2025-11-14,6,222,1
C100698,2025-10-14,6,156,1
C100698,2025-09-17,4,104,0
C100698,2025-08-15,6,120,0
C100698,2025-07-16,8,128,0
C100698,2025-06-15,1,15,0
C100698,2025-05-18,7,49,0
C100698,2025-04-20,14,504,1
C100698,2025-03-21,7,126,0
C100698,2025-02-15,7,301,0
C100698,2025-01-20,8,184,0
C100698,2024-12-20,8,192,0
C100699,2025-11-13,7,119,0
C100699,2025-10-12,4,16,0
C100699,2025-09-17,5,160,0
C100699,2025-08-15,8,128,0
C100699,2025-07-15,7,119,1
C100699,2025-06-15,7,203,2
C100699,2025-05-15,5,130,0
C100699,2025-04-16,2,18,0
C100699,2025-03-16,7,210,0
C100699,2025-02-14,8,304,1
C100699,2025-01-19,9,153,2
C100699,2024-12-18,12,252,0
C100700,2025-11-11,12,168,0
C100700,2025-10-17,7,238,0
C100700,2025-09-14,10,40,0
C100700,2025-08-18,8,376,0
C100700,2025-07-19,4,120,0
C100700,2025-06-17,6,168,0
C100700,2025-05-16,4,96,1
C100700,2025-04-17,7,133,0
C100700,2025-03-18,7,259,2
C100700,2025-02-15,5,170,0
C100700,2025-01-17,5,115,0
C100700,2024-12-21,5,145,0
C100701,2025-11-16,7,77,0
C100701,2025-10-13,6,240,1
C100701,2025-09-13,6,282,0
C100701,2025-08-15,7,301,1
C100701,2025-07-16,4,136,1
C100701,2025-06-16,3,33,1
C100701,2025-05-18,11,341,1
C100701,2025-04-16,6,84,0
C100701,2025-03-16,10,190,0
C100701,2025-02-14,3,102,1
C100701,2025-01-16,3,87,0
C100701,2024-12-20,7,56,0
C100702,2025-11-11,7,168,1
C100702,2025-10-16,7,175,0
C100702,2025-09-16,6,156,0
C100702,2025-08-15,7,21,0
C100702,2025-07-19,7,133,0
C100702,2025-06-16,6,120,0
C100702,2025-05-20,4,104,0
C100702,2025-04-15,3,129,0
C100702,2025-03-19,10,130,1
C100702,2025-02-19,6,132,0
C100702,2025-01-18,7,224,1
C100702,2024-12-17,8,168,2
C100703,2025-11-15,8,312,1
C100703,2025-10-15,6,120,1
C100703,2025-09-16,10,120,0
C100703,2025-08-16,11,275,0
C100703,2025-07-17,10,380,1
C100703,2025-06-14,5,160,1
C100703,2025-05-16,8,152,0
C100703,2025-04-20,9,270,1
C100703,2025-03-17,8,240,0
C100703,2025-02-17,6,114,2
C100703,2025-01-17,4,136,0
C100703,2024-12-19,5,160,0
C100704,2025-11-13,6,108,0
C100704,2025-10-12,9,99,0
C100704,2025-09-16,8,184,0
C100704,2025-08-14,5,135,0
C100704,2025-07-17,5,15,1
C100704,2025-06-18,4,152,1
C100704,2025-05-18,8,176,0
C100704,2025-04-19,12,240,1
C100704,2025-03-20,6,96,0
C100704,2025-02-15,3,45,0
C100704,2025-01-15,5,160,1
C100704,2024-12-17,4,120,0
C100705,2025-11-12,4,88,0
C100705,2025-10-16,7,14,0
C100705,2025-09-15,6,240,1
C100705,2025-08-17,3,87,1
C100705,2025-07-16,5,90,0
C100705,2025-06-16,2,58,0
C100705,2025-05-15,5,50,0
C100705,2025-04-19,6,162,0
C100705,2025-03-21,9,207,1
C100705,2025-02-16,3,96,1
C100705,2025-01-15,7,189,1
C100705,2024-12-18,7,175,0
C100706,2025-11-14,6,90,1
C100706,2025-10-13,6,228,0
C100706,2025-09-17,10,340,0
C100706,2025-08-18,5,80,0
C100706,2025-07-14,2,76,0
C100706,2025-06-17,7,154,0
C100706,2025-05-16,6,210,0
C100706,2025-04-18,6,138,0
C100706,2025-03-18,7,294,0
C100706,2025-02-16,6,150,1
C100706,2025-01-16,5,225,0
C100706,2024-12-18,3,75,0
C100707,2025-11-12,5,155,1
C100707,2025-10-16,4,128,2
C100707,2025-09-17,8,256,0
C100707,2025-08-17,4,128,1
C100707,2025-07-19,7,189,0
C100707,2025-06-18,4,68,0
C100707,2025-05-16,3,129,1
C100707,2025-04-18,9,0,0
C100707,2025-03-20,8,192,0
C100707,2025-02-18,12,336,1
C100707,2025-01-17,2,58,1
C100707,2024-12-20,8,152,0
C100708,2025-11-13,4,52,1
C100708,2025-10-14,5,95,0
C100708,2025-09-14,8,232,0
C100708,2025-08-14,7,154,1
C100708,2025-07-15,7,217,1
C100708,2025-06-14,6,156,1
C100708,2025-05-19,4,60,0
C100708,2025-04-18,3,111,0
C100708,2025-03-19,3,81,0
C100708,2025-02-19,7,77,1
C100708,2025-01-15,4,84,0
C100708,2024-12-19,4,140,0
C100709,2025-11-11,5,45,0
C100709,2025-10-12,9,306,0
C100709,2025-09-17,3,60,0
C100709,2025-08-17,5,110,0
C100709,2025-07-17,4,104,0
