subscription_id,customer_id,plan_type,start_date,end_date,price,auto_renew
S9776491,C100712,monthly,2022-10-18,2022-10-26,299,False
S2208521,C100713,monthly,2023-06-12,2023-06-30,299,False
S1768424,C100714,trial,2023-11-11,2023-11-25,0,True
S1838156,C100715,trial,2023-10-11,2023-10-15,0,False
S3863692,C100716,trial,2023-09-27,2023-10-11,0,True
S9340683,C100717,annual,2022-12-10,2023-12-10,2999,True
S6659678,C100718,monthly,2022-04-06,2022-04-15,299,False
S3026728,C100719,annual,2024-04-18,2025-04-18,2999,True
S4577436,C100720,trial,2024-02-09,2024-02-19,0,False
S3369560,C100721,monthly,2022-08-29,2022-09-26,299,True
S3768343,C100721,monthly,2022-11-13,2022-11-26,299,False
S7310431,C100722,monthly,2023-11-20,2023-11-28,299,False
S1121198,C100723,annual,2022-11-14,2023-11-14,2999,True
S5760225,C100724,trial,2022-08-19,2022-09-02,0,True
S3128901,C100725,annual,2024-04-05,2025-04-05,2999,True
S5014011,C100726,trial,2022-07-23,2022-08-06,0,True
S4019906,C100726,monthly,2022-10-05,2022-11-02,299,True
S6053293,C100727,trial,2022-05-31,2022-06-14,0,False
S9895263,C100728,trial,2022-01-26,2022-02-09,0,True
S4491484,C100729,monthly,2022-02-17,2022-03-20,299,True
S8959326,C100730,trial,2022-09-08,2022-09-12,0,False
S1906432,C100730,monthly,2022-10-13,2022-11-05,299,False
S8602555,C100731,trial,2023-05-02,2023-05-16,0,True
S3651565,C100732,trial,2023-09-18,2023-09-26,0,False
S2188825,C100732,trial,2023-11-15,2023-11-22,0,False
S8030765,C100733,annual,2024-05-20,2025-05-20,2999,True
S4821548,C100734,monthly,2024-02-26,2024-03-27,299,True
S4702106,C100735,annual,2022-03-16,2023-03-16,2999,True
S4626649,C100736,monthly,2023-04-12,2023-04-27,299,False
S8679606,C100737,trial,2023-03-01,2023-03-07,0,False
S6635321,C100738,trial,2023-10-07,2023-10-21,0,True
S2864104,C100739,trial,2023-08-13,2023-08-27,0,True
S6764248,C100739,monthly,2023-10-20,2023-11-19,299,True
S3851044,C100740,trial,2022-07-19,2022-08-02,0,False
S9753827,C100741,trial,2024-01-06,2024-01-20,0,True
S8763873,C100742,trial,2023-12-15,2023-12-29,0,True
S6491114,C100743,monthly,2023-01-29,2023-02-28,299,True
S3499296,C100743,monthly,2023-03-27,2023-04-27,299,False
S8896240,C100744,monthly,2023-05-22,2023-06-19,299,True
S9040805,C100745,annual,2023-02-14,2023-09-10,2999,False
S5035113,C100746,annual,2022-09-07,2023-09-07,2999,True
S4657541,C100747,trial,2022-06-01,2022-06-10,0,False
S9049422,C100748,monthly,2023-11-03,2023-12-01,299,True
S1409590,C100749,monthly,2023-12-06,2024-01-06,299,True
S4102874,C100750,annual,2022-01-06,2022-09-15,2999,False
S1022878,C100751,trial,2024-02-08,2024-02-22,0,False
S9907365,C100752,trial,2024-05-31,2024-06-14,0,False
S4475340,C100753,trial,2024-02-28,2024-03-13,0,False
S1919587,C100754,monthly,2022-04-20,2022-05-21,299,False
S2861709,C100755,annual,2024-03-08,2025-03-08,2999,False
S3940499,C100756,trial,2023-03-12,2023-03-26,0,True
S3322064,C100757,monthly,2022-08-13,2022-09-10,299,False
S4519758,C100758,monthly,2022-06-30,2022-07-28,299,False
S9448435,C100759,monthly,2024-04-03,2024-05-01,299,False
S9157533,C100760,monthly,2023-12-14,2023-12-26,299,False
S9939831,C100761,annual,2023-06-15,2024-02-24,2999,False
S2101048,C100762,monthly,2023-04-21,2023-05-22,299,False
S3999964,C100763,monthly,2022-02-21,2022-03-07,299,False
S3482256,C100764,monthly,2023-07-25,2023-08-05,299,False
S1380679,C100765,annual,2022-09-13,2023-09-13,2999,False
S6816664,C100766,monthly,2024-05-18,2024-06-18,299,True
S2056117,C100767,annual,2022-05-05,2023-05-05,2999,True
S6635087,C100768,monthly,2023-04-13,2023-05-11,299,True
S9894713,C100769,monthly,2022-05-17,2022-06-17,299,True
S6142132,C100770,monthly,2024-03-31,2024-04-30,299,True
S1793880,C100771,monthly,2023-04-21,2023-05-19,299,False
S3697606,C100772,monthly,2023-11-15,2023-12-15,299,False
S3575047,C100773,monthly,2023-06-28,2023-07-26,299,False
S3121873,C100774,trial,2023-07-27,2023-08-01,0,False
S1581986,C100775,annual,2023-09-02,2024-09-01,2999,True
S3727935,C100776,monthly,2022-11-21,2022-12-06,299,False
S3439136,C100777,monthly,2024-02-13,2024-03-12,299,True
S9512910,C100778,trial,2023-03-30,2023-04-13,0,True
S3467651,C100779,annual,2023-09-20,2024-09-19,2999,False
S9035971,C100780,monthly,2024-04-14,2024-05-14,299,True
S1416001,C100781,annual,2024-01-07,2025-01-06,2999,True
S6996068,C100781,trial,2025-01-31,2025-02-14,0,True
S9832094,C100782,trial,2023-06-01,2023-06-15,0,True
S8473546,C100783,monthly,2023-03-13,2023-04-12,299,True
S9228643,C100784,monthly,2024-04-30,2024-05-28,299,True
S7057663,C100785,monthly,2023-07-16,2023-08-16,299,False
S7255068,C100786,trial,2023-04-02,2023-04-16,0,True
S8475525,C100786,annual,2023-04-16,2024-04-15,2999,True
S7972774,C100787,monthly,2022-06-12,2022-07-10,299,True
S8110724,C100788,trial,2024-02-01,2024-02-10,0,False
S2444148,C100789,trial,2024-06-01,2024-06-09,0,False
S6627359,C100790,trial,2023-05-02,2023-05-16,0,False
S1111046,C100791,trial,2023-04-06,2023-04-20,0,True
S8753086,C100792,trial,2022-09-23,2022-10-07,0,True
S5856386,C100793,monthly,2024-02-09,2024-03-08,299,False
S6098837,C100794,trial,2022-09-11,2022-09-25,0,True
S1041048,C100795,trial,2024-05-10,2024-05-24,0,True
S5826621,C100796,monthly,2023-10-15,2023-11-15,299,True
S5650930,C100797,monthly,2022-10-11,2022-11-11,299,True
S9061215,C100798,trial,2024-02-24,2024-03-05,0,False
S3006281,C100799,monthly,2024-03-07,2024-04-06,299,True
S3732123,C100800,trial,2023-06-18,2023-07-02,0,False
S6995933,C100801,monthly,2023-05-12,2023-06-11,299,False
S6972425,C100801,monthly,2023-06-21,2023-07-19,299,True
S4251673,C100802,monthly,2023-10-04,2023-11-04,299,True
S6412444,C100803,monthly,2022-09-02,2022-09-30,299,True
S5554325,C100804,annual,2022-10-09,2023-10-09,2999,False
S6899361,C100805,annual,2023-03-27,2024-03-26,2999,True
S9135255,C100806,monthly,2022-03-21,2022-04-18,299,True
S4655356,C100806,monthly,2022-05-14,2022-06-13,299,True
S9818990,C100807,monthly,2024-01-01,2024-01-29,299,True
S8001908,C100808,monthly,2022-10-20,2022-11-20,299,False
S1291577,C100809,trial,2022-08-29,2022-09-02,0,False
S9776515,C100810,monthly,2022-10-06,2022-11-06,299,False
S2989725,C100811,monthly,2022-12-10,2023-01-07,299,True
S3102926,C100812,monthly,2022-11-24,2022-12-05,299,False
S2874387,C100812,monthly,2022-12-18,2023-01-15,299,True
S2808875,C100813,monthly,2023-07-08,2023-08-07,299,True
S2995183,C100813,monthly,2023-08-09,2023-09-09,299,True
S2619061,C100814,trial,2022-03-24,2022-04-02,0,False
S4355853,C100815,trial,2022-05-22,2022-06-05,0,True
S3442040,C100815,trial,2022-06-16,2022-06-30,0,True
S3693705,C100816,monthly,2022-06-04,2022-07-04,299,True
S2146505,C100817,monthly,2022-08-25,2022-09-25,299,True
S4213634,C100818,annual,2023-01-28,2024-01-28,2999,True
S2655671,C100819,annual,2023-12-12,2024-12-11,2999,True
S7148229,C100820,trial,2022-06-06,2022-06-20,0,False
S6952931,C100821,monthly,2023-12-25,2024-01-24,299,True
S6272748,C100822,monthly,2022-08-08,2022-09-08,299,True
S7060776,C100823,annual,2022-03-07,2023-03-07,2999,True
S9283126,C100824,trial,2023-03-01,2023-03-15,0,True
S8448343,C100825,trial,2023-02-22,2023-03-08,0,False
S4167286,C100826,annual,2022-12-05,2023-12-05,2999,False
S7164643,C100827,trial,2023-07-10,2023-07-24,0,True
S2764491,C100827,annual,2023-08-04,2024-04-05,2999,False
S3405308,C100828,trial,2023-04-23,2023-05-07,0,True
S3830705,C100829,trial,2023-03-02,2023-03-16,0,True
S7782844,C100830,trial,2022-03-05,2022-03-19,0,True
S5579723,C100831,monthly,2022-07-31,2022-08-30,299,True
S7785437,C100832,monthly,2024-05-02,2024-06-02,299,True
S3050009,C100833,annual,2023-03-07,2023-09-12,2999,False
S2671067,C100834,monthly,2023-02-03,2023-03-03,299,True
S4004727,C100835,trial,2024-02-28,2024-03-08,0,False
S2616210,C100835,monthly,2024-04-01,2024-05-02,299,True
S4387852,C100836,monthly,2023-08-22,2023-09-22,299,False
S5390014,C100836,trial,2023-10-10,2023-10-24,0,True
S1530135,C100837,monthly,2023-12-14,2024-01-14,299,False
S7313879,C100838,monthly,2022-01-21,2022-02-18,299,True
S6084244,C100839,monthly,2024-05-27,2024-06-14,299,False
S7527687,C100840,annual,2024-02-23,2025-02-22,2999,True
S8882244,C100841,monthly,2023-08-13,2023-09-13,299,False
S5418967,C100842,trial,2023-01-25,2023-01-28,0,False
S5772070,C100843,monthly,2023-05-04,2023-06-03,299,True
S7147341,C100844,trial,2022-01-07,2022-01-21,0,True
S6725334,C100844,monthly,2022-02-12,2022-03-15,299,False
S1947061,C100845,monthly,2022-12-27,2023-01-26,299,True
S2425085,C100845,monthly,2023-03-09,2023-04-06,299,False
S6471332,C100846,monthly,2022-11-02,2022-11-11,299,False
S8066104,C100847,annual,2024-02-11,2025-02-10,2999,True
S7337385,C100848,monthly,2023-02-04,2023-03-06,299,False
S9193298,C100848,monthly,2023-04-11,2023-05-11,299,True
S6696526,C100849,annual,2024-05-23,2025-05-23,2999,True
S2263679,C100850,monthly,2024-05-05,2024-06-04,299,True
S7744899,C100851,monthly,2023-03-06,2023-04-03,299,True
S2589366,C100852,trial,2023-07-06,2023-07-20,0,True
S8973680,C100853,trial,2024-02-05,2024-02-15,0,False
S6031638,C100854,monthly,2024-01-23,2024-02-20,299,True
S9646460,C100855,monthly,2023-07-14,2023-08-13,299,True
S9660803,C100856,trial,2024-03-30,2024-04-13,0,False
S8839914,C100857,monthly,2023-09-10,2023-10-10,299,False
S8276689,C100858,trial,2022-08-14,2022-08-28,0,False
S8759239,C100859,monthly,2023-05-15,2023-05-25,299,False
S8304611,C100860,trial,2022-08-13,2022-08-27,0,False
S5478422,C100861,monthly,2022-10-07,2022-11-04,299,False
S4961601,C100862,trial,2023-03-23,2023-04-01,0,False
S6210006,C100863,monthly,2023-05-13,2023-06-10,299,True
S1620819,C100864,annual,2022-01-30,2023-01-30,2999,True
S5660240,C100865,monthly,2023-02-03,2023-02-24,299,False
S9151075,C100866,monthly,2022-12-11,2023-01-11,299,False
S5999260,C100867,trial,2023-11-16,2023-11-30,0,True
S7097414,C100867,annual,2024-01-24,2024-12-06,2999,False
S3358208,C100868,trial,2023-11-27,2023-12-09,0,False
S9812402,C100869,monthly,2024-03-28,2024-04-28,299,True
S3051464,C100869,trial,2024-05-14,2024-05-28,0,True
S4958384,C100870,monthly,2023-02-19,2023-03-21,299,False
S5606139,C100871,trial,2024-01-12,2024-01-16,0,False
S9950140,C100872,trial,2022-06-19,2022-07-03,0,True
S5133011,C100873,monthly,2024-05-10,2024-06-07,299,True
S7169641,C100874,trial,2023-04-24,2023-05-08,0,True
S1584005,C100875,trial,2022-05-11,2022-05-25,0,False
S5021093,C100876,monthly,2023-09-30,2023-10-28,299,False
S7087698,C100877,annual,2023-07-01,2024-06-30,2999,False
S8422287,C100878,monthly,2022-01-28,2022-02-25,299,True
S5287143,C100879,trial,2023-02-08,2023-02-22,0,False
S5989928,C100879,monthly,2023-03-13,2023-04-10,299,False
S7816395,C100880,monthly,2023-08-30,2023-09-27,299,False
S8903600,C100881,monthly,2023-08-01,2023-08-29,299,False
S8086125,C100881,annual,2023-10-15,2024-10-14,2999,False
S5378351,C100882,trial,2023-11-10,2023-11-14,0,False
S6482263,C100883,trial,2022-01-28,2022-02-11,0,False
S4082639,C100883,monthly,2022-03-12,2022-03-19,299,False
S6126237,C100884,monthly,2022-03-27,2022-04-10,299,False
S3182597,C100885,annual,2023-10-21,2024-03-05,2999,False
S8574743,C100886,annual,2023-03-15,2024-03-14,2999,False
S6495887,C100887,monthly,2022-05-19,2022-06-16,299,False
S7330379,C100888,monthly,2024-06-06,2024-07-04,299,True
S1385374,C100889,annual,2023-04-18,2024-04-17,2999,True
S8758202,C100890,monthly,2022-07-06,2022-08-06,299,False
S8195804,C100891,trial,2022-02-21,2022-03-07,0,True
S2968815,C100892,annual,2022-09-24,2023-03-10,2999,False
S8611954,C100893,trial,2023-01-24,2023-02-07,0,False
S4196800,C100894,annual,2022-12-02,2023-08-14,2999,False
S3184382,C100895,monthly,2022-08-05,2022-09-04,299,True
S5747402,C100896,trial,2023-04-11,2023-04-25,0,False
S3448514,C100897,annual,2022-12-01,2023-12-01,2999,True
S5166084,C100898,monthly,2022-12-12,2023-01-11,299,True
S8866528,C100899,annual,2024-02-19,2025-02-18,2999,True
S7433986,C100900,monthly,2024-06-19,2024-07-20,299,True
S1985700,C100901,trial,2023-01-24,2023-02-07,0,True
S1763562,C100902,monthly,2022-10-12,2022-11-09,299,True
S7621913,C100903,annual,2024-02-10,2025-02-09,2999,True
S3849886,C100904,monthly,2024-05-01,2024-05-11,299,False
S6323702,C100905,monthly,2023-03-08,2023-04-07,299,True
S1740918,C100906,trial,2022-09-16,2022-09-19,0,False
S7049733,C100907,trial,2024-05-04,2024-05-18,0,True
S5425123,C100908,monthly,2022-03-25,2022-04-24,299,False
S3537801,C100909,monthly,2023-04-27,2023-05-25,299,False
S4169550,C100910,monthly,2022-01-20,2022-02-20,299,True
S3743996,C100911,annual,2024-02-07,2025-02-06,2999,True
S9303225,C100911,trial,2025-03-23,2025-04-06,0,True
S8679933,C100912,annual,2023-07-07,2024-07-06,2999,True
S6865386,C100913,annual,2022-02-23,2023-02-23,2999,True
S3823521,C100913,trial,2023-02-28,2023-03-14,0,True
S4563416,C100914,monthly,2022-12-25,2023-01-24,299,False
S7986351,C100915,monthly,2022-08-18,2022-09-15,299,True
S6513962,C100916,annual,2023-10-28,2024-10-27,2999,False
S3046668,C100916,trial,2024-10-28,2024-11-11,0,False
S6428072,C100917,trial,2022-03-12,2022-03-26,0,True
S9050632,C100918,annual,2024-03-10,2025-03-10,2999,False
S1097397,C100918,annual,2025-04-08,2026-04-08,2999,True
S6451176,C100919,trial,2023-10-30,2023-11-13,0,False
S3169632,C100920,monthly,2022-02-11,2022-03-14,299,False
S2186553,C100921,monthly,2024-02-12,2024-03-14,299,False
S3986525,C100922,trial,2022-02-01,2022-02-15,0,True
S4493397,C100923,trial,2022-09-11,2022-09-25,0,True
S3585950,C100924,monthly,2022-07-24,2022-08-23,299,False
S3202624,C100925,monthly,2024-05-09,2024-06-08,299,False
S7511061,C100926,monthly,2022-01-21,2022-02-20,299,True
S7177975,C100927,monthly,2023-09-29,2023-10-30,299,False
S9612440,C100928,trial,2022-06-06,2022-06-20,0,True
S3601637,C100929,monthly,2022-09-02,2022-10-03,299,False
S5877187,C100930,trial,2022-05-10,2022-05-24,0,True
S6040020,C100931,monthly,2023-04-30,2023-05-30,299,False
S2284002,C100932,annual,2023-11-17,2024-11-16,2999,True
S8795642,C100933,monthly,2022-04-28,2022-05-26,299,True
S6963589,C100933,trial,2022-07-07,2022-07-21,0,False
S8765820,C100934,annual,2023-08-01,2024-07-31,2999,True
S7983542,C100935,annual,2022-08-12,2023-08-12,2999,True
S8548873,C100936,monthly,2023-04-22,2023-05-22,299,True
S4140556,C100937,monthly,2023-12-18,2024-01-17,299,False
S2783932,C100938,monthly,2022-09-20,2022-10-21,299,True
S9004743,C100939,monthly,2024-02-25,2024-03-24,299,True
S9165848,C100940,annual,2023-01-13,2024-01-13,2999,False
S7626953,C100941,annual,2022-06-21,2023-06-21,2999,True
S2877580,C100942,annual,2023-09-13,2023-11-28,2999,False
S4510288,C100943,annual,2023-09-14,2024-09-13,2999,False
S4203013,C100943,monthly,2024-10-13,2024-10-24,299,False
S2953854,C100944,monthly,2024-02-05,2024-02-19,299,False
S8910276,C100945,monthly,2024-01-06,2024-02-06,299,False
S7572195,C100946,trial,2022-04-28,2022-05-12,0,True
S8244199,C100947,annual,2024-03-07,2024-12-21,2999,False
S5878387,C100948,monthly,2024-04-18,2024-05-19,299,False
S9185628,C100949,monthly,2022-06-17,2022-07-17,299,False
S6299086,C100950,trial,2022-11-15,2022-11-29,0,True
S8941293,C100951,annual,2022-04-21,2023-04-21,2999,True
S6817736,C100951,annual,2023-04-28,2024-04-27,2999,False
S8872548,C100952,monthly,2023-08-16,2023-09-04,299,False
S6690043,C100953,monthly,2022-01-27,2022-02-27,299,False
S3200475,C100954,trial,2022-11-16,2022-11-30,0,False
S7044085,C100955,trial,2023-08-13,2023-08-27,0,False
S2446060,C100956,monthly,2023-11-25,2023-12-23,299,True
S9257506,C100957,trial,2023-01-20,2023-01-24,0,False
S4937929,C100958,trial,2023-02-11,2023-02-25,0,True
S3660958,C100959,monthly,2024-01-03,2024-01-31,299,True
S8224612,C100960,monthly,2022-07-23,2022-07-30,299,False
S6709692,C100961,monthly,2022-03-19,2022-04-16,299,True
S3536352,C100962,monthly,2023-08-30,2023-09-27,299,True
S1845941,C100963,annual,2023-12-09,2024-12-08,2999,False
S2776570,C100964,monthly,2024-04-30,2024-05-30,299,False
S1704130,C100965,trial,2023-10-05,2023-10-19,0,False
S7067286,C100966,trial,2022-09-06,2022-09-20,0,False
S9487536,C100966,monthly,2022-09-30,2022-10-31,299,True
S3311438,C100967,monthly,2022-04-15,2022-04-27,299,False
S1110521,C100968,trial,2023-12-15,2023-12-29,0,True
S3873296,C100969,trial,2024-03-02,2024-03-16,0,True
S5117989,C100970,trial,2022-11-05,2022-11-19,0,True
S8194453,C100971,monthly,2024-05-20,2024-06-20,299,True
S7069566,C100972,monthly,2023-12-02,2024-01-01,299,True
S9679670,C100973,annual,2023-09-07,2023-11-21,2999,False
S7738583,C100973,trial,2024-01-20,2024-01-26,0,False
S3532555,C100974,monthly,2024-04-04,2024-05-02,299,True
S9720433,C100975,trial,2022-05-04,2022-05-18,0,False
S6262932,C100976,monthly,2024-03-26,2024-04-26,299,False
S3463932,C100977,trial,2023-08-03,2023-08-17,0,False
S8417942,C100978,annual,2024-03-12,2025-03-12,2999,False
S6058857,C100979,monthly,2022-02-12,2022-03-15,299,True
S3114023,C100980,annual,2022-12-22,2023-12-22,2999,False
S6238726,C100980,monthly,2024-01-24,2024-02-24,299,True
S5340101,C100981,monthly,2023-06-30,2023-07-06,299,False
S2852907,C100982,monthly,2023-03-15,2023-04-14,299,False
S3077237,C100983,monthly,2023-11-09,2023-12-09,299,True
S1087466,C100983,monthly,2023-12-12,2024-01-12,299,True
S9947098,C100984,trial,2023-01-15,2023-01-29,0,False
S3348331,C100985,annual,2022-03-12,2023-03-12,2999,True
S4230541,C100986,monthly,2023-06-03,2023-07-04,299,True
S8141928,C100987,trial,2023-10-26,2023-11-09,0,True
S3182100,C100988,annual,2022-12-16,2023-06-15,2999,False
S7757085,C100989,trial,2022-01-13,2022-01-22,0,False
S9368933,C100990,annual,2024-05-19,2025-05-19,2999,False
S7994796,C100991,monthly,2023-03-07,2023-04-06,299,False
S3170723,C100992,monthly,2024-04-22,2024-05-13,299,False
S8640887,C100993,annual,2023-05-17,2024-05-16,2999,False
S2992563,C100994,monthly,2022-04-19,2022-05-17,299,True
S5858523,C100994,monthly,2022-06-24,2022-07-07,299,False
S6087859,C100995,monthly,2023-03-20,2023-04-17,299,False
S1816229,C100996,monthly,2023-01-06,2023-01-23,299,False
S9200596,C100997,monthly,2023-10-13,2023-11-12,299,False
S9072800,C100998,monthly,2024-04-28,2024-05-04,299,False
S7330138,C100998,monthly,2024-06-09,2024-07-09,299,False
S3324018,C100999,annual,2023-04-16,2024-04-15,2999,True
S3499513,C101000,annual,2023-12-26,2024-12-25,2999,False
S7872422,C101001,monthly,2022-06-06,2022-07-04,299,False
S8433920,C101002,monthly,2023-03-22,2023-04-21,299,True
S6181610,C101003,monthly,2022-06-30,2022-07-28,299,False
S1887084,C101004,monthly,2024-01-22,2024-02-22,299,True
S9923120,C101005,monthly,2023-06-19,2023-07-19,299,True
S8452933,C101006,monthly,2023-10-29,2023-11-28,299,True
S1754700,C101007,annual,2022-10-04,2023-10-04,2999,True
S7961478,C101008,annual,2023-09-23,2024-03-25,2999,False
S2666541,C101009,monthly,2024-04-07,2024-05-07,299,True
S3587505,C101010,monthly,2023-07-06,2023-08-03,299,False
S6457472,C101011,annual,2024-03-04,2025-03-04,2999,True
S6369404,C101012,trial,2023-05-11,2023-05-17,0,False
S7300065,C101012,trial,2023-05-26,2023-06-09,0,True
S4967662,C101013,annual,2023-04-22,2023-08-24,2999,False
S2017235,C101014,monthly,2023-03-23,2023-04-23,299,True
S4921514,C101015,monthly,2024-04-25,2024-05-01,299,False
S2703045,C101016,trial,2024-01-19,2024-02-02,0,False
S7824064,C101017,monthly,2023-08-30,2023-09-30,299,True
S3388522,C101018,trial,2022-10-02,2022-10-16,0,True
S5113127,C101018,annual,2022-11-08,2023-11-08,2999,True
S1701154,C101019,annual,2022-11-27,2023-11-27,2999,True
S1009108,C101020,monthly,2024-05-22,2024-06-22,299,False
S7377917,C101021,annual,2022-09-09,2023-09-09,2999,True
S1763107,C101022,monthly,2024-04-30,2024-05-28,299,True
S3063211,C101023,monthly,2022-03-30,2022-04-07,299,False
S4537478,C101024,monthly,2022-10-13,2022-11-13,299,False
S6748465,C101024,trial,2022-12-22,2023-01-05,0,False
S5125991,C101025,annual,2023-04-07,2024-04-06,2999,True
S6510598,C101026,monthly,2022-09-07,2022-10-07,299,False
S8994829,C101027,monthly,2024-02-08,2024-03-07,299,True
S9203667,C101028,annual,2023-04-21,2024-04-20,2999,True
S2300622,C101029,annual,2023-08-07,2024-05-30,2999,False
S3070570,C101030,annual,2023-09-17,2024-09-16,2999,False
S7005668,C101030,annual,2024-10-08,2025-10-08,2999,True
S7215633,C101031,monthly,2023-11-16,2023-12-17,299,True
S5716653,C101032,annual,2023-01-24,2023-10-13,2999,False
S6086491,C101033,monthly,2022-12-11,2023-01-10,299,False
S7090115,C101034,trial,2022-01-30,2022-02-13,0,True
S4507886,C101035,annual,2023-05-22,2024-05-21,2999,False
S9394071,C101036,monthly,2024-05-21,2024-06-21,299,False
S3944885,C101037,monthly,2022-11-29,2022-12-27,299,True
S4824620,C101038,trial,2022-07-06,2022-07-20,0,True
S9941274,C101039,monthly,2023-05-15,2023-06-14,299,False
S8165791,C101040,monthly,2022-08-06,2022-09-06,299,True
S6419028,C101041,annual,2022-12-30,2023-12-30,2999,False
S8828026,C101042,monthly,2024-03-27,2024-04-26,299,False
S4767293,C101043,trial,2022-09-22,2022-10-06,0,False
S7574301,C101044,monthly,2022-12-15,2023-01-14,299,True
S4785409,C101045,trial,2022-10-14,2022-10-28,0,False
S6523472,C101046,monthly,2023-09-03,2023-10-01,299,True
S1403047,C101047,monthly,2023-12-20,2024-01-05,299,False
S5201173,C101047,trial,2024-02-11,2024-02-25,0,False
S1913231,C101048,annual,2022-10-10,2023-10-10,2999,True
S2223240,C101048,monthly,2023-12-01,2023-12-31,299,True
S3094239,C101049,monthly,2023-07-24,2023-08-23,299,False
S2090992,C101050,annual,2022-01-11,2023-01-11,2999,True
S6057845,C101051,annual,2023-06-14,2024-06-13,2999,True
S1936000,C101051,trial,2024-07-22,2024-08-05,0,True
S7897247,C101052,trial,2022-07-15,2022-07-29,0,True
S1177948,C101052,annual,2022-08-12,2023-08-12,2999,False
S6697818,C101053,monthly,2022-03-29,2022-04-28,299,False
S4229300,C101054,monthly,2022-09-05,2022-10-03,299,True
S4248312,C101055,annual,2024-01-08,2025-01-07,2999,True
S6962475,C101055,monthly,2025-03-05,2025-03-22,299,False
S1739385,C101056,monthly,2023-02-21,2023-03-24,299,True
S7001942,C101057,monthly,2023-05-16,2023-06-16,299,False
S3473113,C101057,monthly,2023-07-05,2023-08-05,299,False
S9685239,C101058,monthly,2023-07-23,2023-08-22,299,False
S1916158,C101059,monthly,2024-02-16,2024-03-02,299,False
S4376603,C101060,trial,2022-09-04,2022-09-18,0,False
S8841710,C101061,monthly,2023-12-09,2024-01-06,299,False
S6631448,C101061,monthly,2024-02-13,2024-03-15,299,True
S1707866,C101062,monthly,2023-05-03,2023-05-18,299,False
S4863356,C101063,annual,2023-10-24,2024-03-01,2999,False
S6561900,C101064,monthly,2023-12-30,2024-01-27,299,False
S1112833,C101065,annual,2023-05-18,2024-05-17,2999,True
S3389108,C101066,trial,2023-04-04,2023-04-18,0,True
S7038275,C101066,monthly,2023-05-06,2023-06-05,299,True
S5395611,C101067,monthly,2024-03-22,2024-04-19,299,True
S3954088,C101068,monthly,2022-01-18,2022-02-18,299,True
S3302564,C101069,trial,2022-04-06,2022-04-16,0,False
S4527197,C101070,trial,2022-10-29,2022-11-12,0,True
S3874940,C101071,trial,2022-08-15,2022-08-29,0,True
S2096852,C101072,monthly,2023-02-19,2023-03-22,299,False
S4215878,C101073,trial,2023-12-10,2023-12-24,0,False
S8206488,C101073,monthly,2024-01-27,2024-02-26,299,True
S9983668,C101074,monthly,2022-09-07,2022-10-05,299,True
S5698850,C101075,trial,2022-11-10,2022-11-24,0,True
S9203901,C101076,trial,2023-11-11,2023-11-25,0,True
S2088389,C101076,monthly,2023-12-08,2023-12-24,299,False
S9705569,C101077,monthly,2023-08-19,2023-09-19,299,True
S9301232,C101078,monthly,2023-01-13,2023-02-13,299,False
S1614121,C101079,monthly,2023-04-30,2023-05-30,299,False
S4667394,C101080,monthly,2023-07-21,2023-08-18,299,True
S7276479,C101081,trial,2023-06-28,2023-07-12,0,True
S8457561,C101082,annual,2022-12-19,2023-03-23,2999,False
S6643418,C101083,trial,2023-03-12,2023-03-26,0,True
S9347387,C101084,trial,2024-02-03,2024-02-17,0,True
S5456445,C101085,annual,2023-07-18,2024-01-19,2999,False
S9418218,C101086,trial,2022-12-05,2022-12-19,0,True
S5637641,C101086,annual,2023-01-20,2024-01-20,2999,True
S4360587,C101087,monthly,2022-12-27,2023-01-02,299,False
S5604751,C101088,annual,2023-12-21,2024-12-20,2999,True
S5381125,C101089,annual,2023-04-10,2024-04-09,2999,False
S7774826,C101090,trial,2022-10-05,2022-10-19,0,True
S8918912,C101091,trial,2022-11-10,2022-11-24,0,False
S4521118,C101092,monthly,2022-09-15,2022-10-13,299,True
S8864124,C101093,trial,2022-08-25,2022-09-08,0,True
S4151542,C101094,monthly,2022-05-04,2022-06-03,299,True
S8549276,C101095,trial,2024-01-09,2024-01-23,0,True
S6126646,C101096,monthly,2022-07-17,2022-08-10,299,False
S6701271,C101097,monthly,2022-11-20,2022-12-20,299,False
S6027078,C101098,monthly,2022-05-03,2022-06-03,299,False
S3334293,C101099,annual,2024-01-31,2025-01-30,2999,True
S7557976,C101100,monthly,2023-07-03,2023-08-02,299,False
S4159798,C101101,trial,2024-02-20,2024-03-05,0,True
S6111102,C101102,monthly,2023-12-08,2024-01-08,299,False
S3980239,C101102,trial,2024-01-13,2024-01-22,0,False
S4338644,C101103,annual,2022-07-09,2023-07-09,2999,True
S9797899,C101104,monthly,2022-07-16,2022-08-15,299,True
S7893107,C101105,monthly,2022-08-10,2022-09-09,299,True
S9023722,C101106,annual,2024-01-27,2024-08-24,2999,False
S3179901,C101107,annual,2023-05-11,2024-05-10,2999,False
S8965487,C101107,annual,2024-07-04,2025-07-04,2999,True
S8700011,C101108,monthly,2022-10-11,2022-11-10,299,True
S5141290,C101109,monthly,2024-01-12,2024-02-09,299,False
S8762741,C101110,trial,2023-08-27,2023-09-10,0,True
S8655554,C101111,monthly,2024-02-18,2024-03-17,299,False
